pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
BJGjZ4wijZ,4-20200812225247758,4,20200812T225247,64967,4-20200812225247758,20200812T225247,20220812T225247,2,Sfilab06,62,4-20200812225247758
BJGjZ4wijZ,4-20200812224810380,4,20200812T224810,64966,4-20200812224810380,20200812T224810,20220812T224810,2,Sfilab06,62,4-20200812224810380
BJGjZ4wijZ,4-20200812224254198,4,20200812T224254,64965,4-20200812224254198,20200812T224254,20220812T224254,2,Sfilab06,62,4-20200812224254198
BJGjZ4wijZ,4-20200812223818229,4,20200812T223818,64964,4-20200812223818229,20200812T223818,20220812T223818,2,Sfilab06,62,4-20200812223818229
BJGjZ4wijZ,4-20200812223255718,4,20200812T223255,64963,4-20200812223255718,20200812T223255,20220812T223255,2,Sfilab06,62,4-20200812223255718
BJGjZ4wijZ,4-20200812222730663,4,20200812T222730,64962,4-20200812222730663,20200812T222730,20220812T222730,2,Sfilab06,62,4-20200812222730663
BJGjZ4wijZ,4-20200812222258506,4,20200812T222258,64961,4-20200812222258506,20200812T222258,20220812T222258,2,Sfilab06,63,4-20200812222258506
BJGjZ4wijZ,4-20200812221657299,4,20200812T221657,64960,4-20200812221657299,20200812T221657,20220812T221657,2,Sfilab06,63,4-20200812221657299
BJGjZ4wijZ,4-20200812221139668,4,20200812T221139,64959,4-20200812221139668,20200812T221139,20220812T221139,2,Sfilab06,63,4-20200812221139668
BJGjZ4wijZ,4-20200812220705658,4,20200812T220705,64958,4-20200812220705656,20200812T220705,20220812T220705,2,Sfilab06,63,4-20200812220705658
BJGjZ4wijZ,4-20200812220233799,4,20200812T220233,64957,4-20200812220233799,20200812T220233,20220812T220233,2,Sfilab06,63,4-20200812220233799
BJGjZ4wijZ,4-20200812215709606,4,20200812T215709,64956,4-20200812215709606,20200812T215709,20220812T215709,2,Sfilab06,63,4-20200812215709606
BJGjZ4wijZ,4-20200812215152422,4,20200812T215152,64955,4-20200812215152422,20200812T215152,20220812T215152,2,Sfilab06,63,4-20200812215152422
BJGjZ4wijZ,4-20200812214720576,4,20200812T214720,64954,4-20200812214720576,20200812T214720,20220812T214720,2,Sfilab06,63,4-20200812214720576
BJGjZ4wijZ,4-20200812214204296,4,20200812T214204,64953,4-20200812214204296,20200812T214204,20220812T214204,2,Sfilab06,63,4-20200812214204296
