pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
rkU9Z4woob,4-20200813000200653,4,20200813T000200,80463,4-20200813000200653,20200813T000200,20220813T000200,2,Sfilab05,65,4-20200813000200653
rkU9Z4woob,4-20200812235727723,4,20200812T235727,80462,4-20200812235727722,20200812T235727,20220812T235727,2,Sfilab05,65,4-20200812235727723
rkU9Z4woob,4-20200812235148694,4,20200812T235148,80461,4-20200812235148694,20200812T235148,20220812T235148,2,Sfilab05,66,4-20200812235148694
rkU9Z4woob,4-20200812234657065,4,20200812T234657,80460,4-20200812234657064,20200812T234657,20220812T234657,2,Sfilab05,67,4-20200812234657065
rkU9Z4woob,4-20200812234135763,4,20200812T234135,80459,4-20200812234135763,20200812T234135,20220812T234135,2,Sfilab05,67,4-20200812234135763
rkU9Z4woob,4-20200812233630679,4,20200812T233630,80458,4-20200812233630678,20200812T233630,20220812T233630,2,Sfilab05,68,4-20200812233630679
rkU9Z4woob,4-20200812233125823,4,20200812T233125,80457,4-20200812233125822,20200812T233125,20220812T233125,2,Sfilab05,67,4-20200812233125823
rkU9Z4woob,4-20200812232617856,4,20200812T232617,80456,4-20200812232617855,20200812T232617,20220812T232617,2,Sfilab05,68,4-20200812232617856
rkU9Z4woob,4-20200812232113889,4,20200812T232113,80455,4-20200812232113889,20200812T232113,20220812T232113,2,Sfilab05,67,4-20200812232113889
rkU9Z4woob,4-20200812231613920,4,20200812T231613,80454,4-20200812231613919,20200812T231613,20220812T231613,2,Sfilab05,67,4-20200812231613920
rkU9Z4woob,4-20200812231110630,4,20200812T231110,80453,4-20200812231110630,20200812T231110,20220812T231110,2,Sfilab05,67,4-20200812231110630
rkU9Z4woob,4-20200812230602984,4,20200812T230602,80452,4-20200812230602984,20200812T230602,20220812T230602,2,Sfilab05,67,4-20200812230602984
rkU9Z4woob,4-20200812230056017,4,20200812T230056,80451,4-20200812230056017,20200812T230056,20220812T230056,2,Sfilab05,67,4-20200812230056017
rkU9Z4woob,4-20200812225551594,4,20200812T225551,80450,4-20200812225551594,20200812T225551,20220812T225551,2,Sfilab05,67,4-20200812225551594
rkU9Z4woob,4-20200812225050583,4,20200812T225050,80449,4-20200812225050583,20200812T225050,20220812T225050,2,Sfilab05,68,4-20200812225050583
rkU9Z4woob,4-20200812224542115,4,20200812T224542,80448,4-20200812224542115,20200812T224542,20220812T224542,2,Sfilab05,68,4-20200812224542115
rkU9Z4woob,4-20200812224041152,4,20200812T224041,80447,4-20200812224041152,20200812T224041,20220812T224041,2,Sfilab05,68,4-20200812224041152
rkU9Z4woob,4-20200812223536181,4,20200812T223536,80446,4-20200812223536180,20200812T223536,20220812T223536,2,Sfilab05,68,4-20200812223536181
rkU9Z4woob,4-20200812223030041,4,20200812T223030,80445,4-20200812223030041,20200812T223030,20220812T223030,2,Sfilab05,68,4-20200812223030041
rkU9Z4woob,4-20200812222523249,4,20200812T222523,80444,4-20200812222523248,20200812T222523,20220812T222523,2,Sfilab05,68,4-20200812222523249
rkU9Z4woob,4-20200812222017281,4,20200812T222017,80443,4-20200812222017281,20200812T222017,20220812T222017,2,Sfilab05,68,4-20200812222017281
