pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
SJI_fNDoob,4-20200813014900769,4,20200813T014900,123155,4-20200813014900768,20200813T014900,20220813T014900,6,Sfilab14,382.83,4-20200813014900769
SJI_fNDoob,4-20200813014358592,4,20200813T014358,123154,4-20200813014358591,20200813T014358,20220813T014358,6,Sfilab14,345.99,4-20200813014358592
SJI_fNDoob,4-20200813013856420,4,20200813T013856,123153,4-20200813013856420,20200813T013856,20220813T013856,6,Sfilab14,357.86,4-20200813013856420
SJI_fNDoob,4-20200813013423277,4,20200813T013423,123152,4-20200813013423277,20200813T013423,20220813T013423,6,Sfilab14,395.96,4-20200813013423277
SJI_fNDoob,4-20200813012852336,4,20200813T012852,123151,4-20200813012852336,20200813T012852,20220813T012852,6,Sfilab14,448.09,4-20200813012852336
SJI_fNDoob,4-20200813012516952,4,20200813T012516,123150,4-20200813012516951,20200813T012516,20220813T012516,6,Sfilab14,374.32,4-20200813012516952
SJI_fNDoob,4-20200813011953041,4,20200813T011953,123149,4-20200813011953041,20200813T011953,20220813T011953,6,Sfilab14,433.23,4-20200813011953041
SJI_fNDoob,4-20200813011428866,4,20200813T011428,123148,4-20200813011428865,20200813T011428,20220813T011428,6,Sfilab14,378.55,4-20200813011428866
SJI_fNDoob,4-20200813010954698,4,20200813T010954,123147,4-20200813010954698,20200813T010954,20220813T010954,6,Sfilab14,387.16,4-20200813010954698
SJI_fNDoob,4-20200813010438513,4,20200813T010438,123146,4-20200813010438512,20200813T010438,20220813T010438,6,Sfilab14,387.16,4-20200813010438513
SJI_fNDoob,4-20200813005920330,4,20200813T005920,123145,4-20200813005920329,20200813T005920,20220813T005920,6,Sfilab14,323.42,4-20200813005920330
SJI_fNDoob,4-20200813005448170,4,20200813T005448,123144,4-20200813005448170,20200813T005448,20220813T005448,6,Sfilab14,361.90,4-20200813005448170
SJI_fNDoob,4-20200813004923986,4,20200813T004923,123143,4-20200813004923986,20200813T004923,20220813T004923,6,Sfilab14,374.32,4-20200813004923986
SJI_fNDoob,4-20200813004402800,4,20200813T004402,123142,4-20200813004402799,20200813T004402,20220813T004402,6,Sfilab14,374.32,4-20200813004402800
SJI_fNDoob,4-20200813003923640,4,20200813T003923,123141,4-20200813003923640,20200813T003923,20220813T003923,6,Sfilab14,395.96,4-20200813003923640
SJI_fNDoob,4-20200813003407457,4,20200813T003407,123140,4-20200813003407456,20200813T003407,20220813T003407,6,Sfilab14,395.96,4-20200813003407457
SJI_fNDoob,4-20200813002852908,4,20200813T002852,123139,4-20200813002852908,20200813T002852,20220813T002852,6,Sfilab14,409.55,4-20200813002852908
SJI_fNDoob,4-20200813002411116,4,20200813T002411,123138,4-20200813002411115,20200813T002411,20220813T002411,6,Sfilab14,353.86,4-20200813002411116
SJI_fNDoob,4-20200813001847932,4,20200813T001847,123137,4-20200813001847931,20200813T001847,20220813T001847,6,Sfilab14,378.55,4-20200813001847932
SJI_fNDoob,4-20200813001316462,4,20200813T001316,123136,4-20200813001316462,20200813T001316,20220813T001316,6,Sfilab14,361.90,4-20200813001316462
SJI_fNDoob,4-20200813000841583,4,20200813T000841,123135,4-20200813000841583,20200813T000841,20220813T000841,6,Sfilab14,334.51,4-20200813000841583
SJI_fNDoob,4-20200813000319403,4,20200813T000319,123134,4-20200813000319402,20200813T000319,20220813T000319,5,Sfilab14,64.07,4-20200813000319403
SJI_fNDoob,4-20200812235852527,4,20200812T235852,123133,4-20200812235852526,20200812T235852,20220812T235852,5,Sfilab14,84.86,4-20200812235852527
SJI_fNDoob,4-20200812235328051,4,20200812T235328,123132,4-20200812235328051,20200812T235328,20220812T235328,5,Sfilab14,57.90,4-20200812235328051
SJI_fNDoob,4-20200812234811869,4,20200812T234811,123131,4-20200812234811868,20200812T234811,20220812T234811,5,Sfilab14,57.25,4-20200812234811869
SJI_fNDoob,4-20200812234339710,4,20200812T234339,123130,4-20200812234339710,20200812T234339,20220812T234339,5,Sfilab14,50.03,4-20200812234339710
SJI_fNDoob,4-20200812233816527,4,20200812T233816,123129,4-20200812233816526,20200812T233816,20220812T233816,5,Sfilab14,43.71,4-20200812233816527
SJI_fNDoob,4-20200812233253339,4,20200812T233253,123128,4-20200812233253339,20200812T233253,20220812T233253,5,Sfilab14,27.57,4-20200812233253339
SJI_fNDoob,4-20200812232818268,4,20200812T232818,123127,4-20200812232818268,20200812T232818,20220812T232818,5,Sfilab14,30.51,4-20200812232818268
SJI_fNDoob,4-20200812232245712,4,20200812T232245,123126,4-20200812232245712,20200812T232245,20220812T232245,5,Sfilab14,35.71,4-20200812232245712
SJI_fNDoob,4-20200812231807828,4,20200812T231807,123125,4-20200812231807828,20200812T231807,20220812T231807,5,Sfilab14,34.91,4-20200812231807828
SJI_fNDoob,4-20200812231152611,4,20200812T231152,123124,4-20200812231152610,20200812T231152,20220812T231152,5,Sfilab14,50.59,4-20200812231152611
SJI_fNDoob,4-20200812230716450,4,20200812T230716,123123,4-20200812230716450,20200812T230716,20220812T230716,5,Sfilab14,56.61,4-20200812230716450
SJI_fNDoob,4-20200812230152261,4,20200812T230152,123122,4-20200812230152260,20200812T230152,20220812T230152,5,Sfilab14,54.13,4-20200812230152261
SJI_fNDoob,4-20200812225632803,4,20200812T225632,123121,4-20200812225632803,20200812T225632,20220812T225632,5,Sfilab14,57.90,4-20200812225632803
SJI_fNDoob,4-20200812225158919,4,20200812T225158,123120,4-20200812225158918,20200812T225158,20220812T225158,5,Sfilab14,43.71,4-20200812225158919
SJI_fNDoob,4-20200812224629467,4,20200812T224629,123119,4-20200812224629467,20200812T224629,20220812T224629,5,Sfilab14,39.95,4-20200812224629467
SJI_fNDoob,4-20200812224145563,4,20200812T224145,123118,4-20200812224145562,20200812T224145,20220812T224145,5,Sfilab14,43.71,4-20200812224145563
SJI_fNDoob,4-20200812223616097,4,20200812T223616,123117,4-20200812223616097,20200812T223616,20220812T223616,5,Sfilab14,49.47,4-20200812223616097
SJI_fNDoob,4-20200812223139212,4,20200812T223139,123116,4-20200812223139212,20200812T223139,20220812T223139,5,Sfilab14,50.59,4-20200812223139212
SJI_fNDoob,4-20200812222609743,4,20200812T222609,123115,4-20200812222609743,20200812T222609,20220812T222609,6,Sfilab14,342.12,4-20200812222609743
SJI_fNDoob,4-20200812222121851,4,20200812T222121,123114,4-20200812222121851,20200812T222121,20220812T222121,5,Sfilab14,24.92,4-20200812222121851
SJI_fNDoob,4-20200812221558389,4,20200812T221558,123113,4-20200812221558389,20200812T221558,20220812T221558,5,Sfilab14,21.53,4-20200812221558389
SJI_fNDoob,4-20200812221114499,4,20200812T221114,123112,4-20200812221114499,20200812T221114,20220812T221114,5,Sfilab14,20.58,4-20200812221114499
SJI_fNDoob,4-20200812220549035,4,20200812T220549,123111,4-20200812220549035,20200812T220549,20220812T220549,5,Sfilab14,18.19,4-20200812220549035
SJI_fNDoob,4-20200812220056142,4,20200812T220056,123110,4-20200812220056141,20200812T220056,20220812T220056,5,Sfilab14,24.92,4-20200812220056142
SJI_fNDoob,4-20200812215539958,4,20200812T215539,123109,4-20200812215539958,20200812T215539,20220812T215539,5,Sfilab14,37.35,4-20200812215539958
SJI_fNDoob,4-20200812215037522,4,20200812T215037,123108,4-20200812215037522,20200812T215037,20220812T215037,5,Sfilab14,39.07,4-20200812215037522
SJI_fNDoob,4-20200812214539611,4,20200812T214539,123107,4-20200812214539610,20200812T214539,20220812T214539,5,Sfilab14,43.23,4-20200812214539611
SJI_fNDoob,4-20200812214033161,4,20200812T214033,123106,4-20200812214033161,20200812T214033,20220812T214033,5,Sfilab14,43.23,4-20200812214033161
SJI_fNDoob,4-20200812213530260,4,20200812T213530,123105,4-20200812213530260,20200812T213530,20220812T213530,5,Sfilab14,31.20,4-20200812213530260
SJI_fNDoob,4-20200812213021808,4,20200812T213021,123104,4-20200812213021807,20200812T213021,20220812T213021,5,Sfilab14,22.27,4-20200812213021808
SJI_fNDoob,4-20200812212526909,4,20200812T212526,123103,4-20200812212526908,20200812T212526,20220812T212526,5,Sfilab14,12.98,4-20200812212526909
SJI_fNDoob,4-20200812212011453,4,20200812T212011,123102,4-20200812212011452,20200812T212011,20220812T212011,4,Sfilab14,8.47,4-20200812212011453
SJI_fNDoob,4-20200812211504278,4,20200812T211504,123101,4-20200812211504277,20200812T211504,20220812T211504,4,Sfilab14,5.84,4-20200812211504278
SJI_fNDoob,4-20200812211006376,4,20200812T211006,123100,4-20200812211006376,20200812T211006,20220812T211006,4,Sfilab14,5.91,4-20200812211006376
SJI_fNDoob,4-20200812210456931,4,20200812T210456,123099,4-20200812210456931,20200812T210456,20220812T210456,4,Sfilab14,4.22,4-20200812210456931
SJI_fNDoob,4-20200812205954021,4,20200812T205954,123098,4-20200812205954021,20200812T205954,20220812T205954,4,Sfilab14,4.17,4-20200812205954021
SJI_fNDoob,4-20200812205445573,4,20200812T205445,123097,4-20200812205445573,20200812T205445,20220812T205445,4,Sfilab14,3.94,4-20200812205445573
SJI_fNDoob,4-20200812204943668,4,20200812T204943,123096,4-20200812204943667,20200812T204943,20220812T204943,4,Sfilab14,2.85,4-20200812204943668
SJI_fNDoob,4-20200812204438217,4,20200812T204438,123095,4-20200812204438216,20200812T204438,20220812T204438,4,Sfilab14,2.40,4-20200812204438217
SJI_fNDoob,4-20200812203933041,4,20200812T203933,123094,4-20200812203933041,20200812T203933,20220812T203933,4,Sfilab14,2.03,4-20200812203933041
SJI_fNDoob,4-20200812203429866,4,20200812T203429,123093,4-20200812203429865,20200812T203429,20220812T203429,4,Sfilab14,1.60,4-20200812203429866
SJI_fNDoob,4-20200812202925692,4,20200812T202925,123092,4-20200812202925692,20200812T202925,20220812T202925,4,Sfilab14,1.40,4-20200812202925692
SJI_fNDoob,4-20200812202420516,4,20200812T202420,123091,4-20200812202420516,20200812T202420,20220812T202420,4,Sfilab14,1.35,4-20200812202420516
SJI_fNDoob,4-20200812201919340,4,20200812T201919,123090,4-20200812201919340,20200812T201919,20220812T201919,4,Sfilab14,1.30,4-20200812201919340
SJI_fNDoob,4-20200812201413163,4,20200812T201413,123089,4-20200812201413163,20200812T201413,20220812T201413,4,Sfilab14,1.27,4-20200812201413163
SJI_fNDoob,4-20200812200907260,4,20200812T200907,123088,4-20200812200907260,20200812T200907,20220812T200907,4,Sfilab14,1.25,4-20200812200907260
SJI_fNDoob,4-20200812200400810,4,20200812T200400,123087,4-20200812200400810,20200812T200400,20220812T200400,4,Sfilab14,1.27,4-20200812200400810
SJI_fNDoob,4-20200812195859649,4,20200812T195859,123086,4-20200812195859648,20200812T195859,20220812T195859,4,Sfilab14,1.27,4-20200812195859649
SJI_fNDoob,4-20200812195359460,4,20200812T195359,123085,4-20200812195359460,20200812T195359,20220812T195359,4,Sfilab14,1.30,4-20200812195359460
SJI_fNDoob,4-20200812194859286,4,20200812T194859,123084,4-20200812194859286,20200812T194859,20220812T194859,4,Sfilab14,1.25,4-20200812194859286
SJI_fNDoob,4-20200812194351108,4,20200812T194351,123083,4-20200812194351107,20200812T194351,20220812T194351,4,Sfilab14,1.25,4-20200812194351108
SJI_fNDoob,4-20200812193845933,4,20200812T193845,123082,4-20200812193845933,20200812T193845,20220812T193845,4,Sfilab14,1.30,4-20200812193845933
SJI_fNDoob,4-20200812193343757,4,20200812T193343,123081,4-20200812193343757,20200812T193343,20220812T193343,4,Sfilab14,1.28,4-20200812193343757
SJI_fNDoob,4-20200812192836581,4,20200812T192836,123080,4-20200812192836581,20200812T192836,20220812T192836,4,Sfilab14,1.27,4-20200812192836581
SJI_fNDoob,4-20200812192330406,4,20200812T192330,123079,4-20200812192330406,20200812T192330,20220812T192330,4,Sfilab14,1.25,4-20200812192330406
SJI_fNDoob,4-20200812191827228,4,20200812T191827,123078,4-20200812191827228,20200812T191827,20220812T191827,4,Sfilab14,1.28,4-20200812191827228
SJI_fNDoob,4-20200812191324052,4,20200812T191324,123077,4-20200812191324051,20200812T191324,20220812T191324,4,Sfilab14,1.28,4-20200812191324052
SJI_fNDoob,4-20200812190815873,4,20200812T190815,123076,4-20200812190815873,20200812T190815,20220812T190815,4,Sfilab14,1.22,4-20200812190815873
SJI_fNDoob,4-20200812190312698,4,20200812T190312,123075,4-20200812190312698,20200812T190312,20220812T190312,4,Sfilab14,1.25,4-20200812190312698
SJI_fNDoob,4-20200812185806521,4,20200812T185806,123074,4-20200812185806521,20200812T185806,20220812T185806,4,Sfilab14,1.27,4-20200812185806521
SJI_fNDoob,4-20200812185302349,4,20200812T185302,123073,4-20200812185302348,20200812T185302,20220812T185302,4,Sfilab14,1.27,4-20200812185302349
SJI_fNDoob,4-20200812184755167,4,20200812T184755,123072,4-20200812184755166,20200812T184755,20220812T184755,4,Sfilab14,1.27,4-20200812184755167
SJI_fNDoob,4-20200812184246988,4,20200812T184246,123071,4-20200812184246987,20200812T184246,20220812T184246,4,Sfilab14,1.22,4-20200812184246988
SJI_fNDoob,4-20200812183743812,4,20200812T183743,123070,4-20200812183743812,20200812T183743,20220812T183743,4,Sfilab14,1.25,4-20200812183743812
SJI_fNDoob,4-20200812183239642,4,20200812T183239,123069,4-20200812183239642,20200812T183239,20220812T183239,4,Sfilab14,1.27,4-20200812183239642
SJI_fNDoob,4-20200812182731459,4,20200812T182731,123068,4-20200812182731459,20200812T182731,20220812T182731,4,Sfilab14,1.28,4-20200812182731459
SJI_fNDoob,4-20200812182230286,4,20200812T182230,123067,4-20200812182230285,20200812T182230,20220812T182230,4,Sfilab14,1.24,4-20200812182230286
SJI_fNDoob,4-20200812181723106,4,20200812T181723,123066,4-20200812181723105,20200812T181723,20220812T181723,4,Sfilab14,1.27,4-20200812181723106
SJI_fNDoob,4-20200812181221934,4,20200812T181221,123065,4-20200812181221933,20200812T181221,20220812T181221,4,Sfilab14,1.28,4-20200812181221934
SJI_fNDoob,4-20200812180714758,4,20200812T180714,123064,4-20200812180714758,20200812T180714,20220812T180714,4,Sfilab14,1.31,4-20200812180714758
SJI_fNDoob,4-20200812180205580,4,20200812T180205,123063,4-20200812180205580,20200812T180205,20220812T180205,4,Sfilab14,1.27,4-20200812180205580
SJI_fNDoob,4-20200812175659403,4,20200812T175659,123062,4-20200812175659403,20200812T175659,20220812T175659,4,Sfilab14,1.25,4-20200812175659403
SJI_fNDoob,4-20200812175151225,4,20200812T175151,123061,4-20200812175151225,20200812T175151,20220812T175151,4,Sfilab14,1.27,4-20200812175151225
SJI_fNDoob,4-20200812174644049,4,20200812T174644,123060,4-20200812174644049,20200812T174644,20220812T174644,4,Sfilab14,1.28,4-20200812174644049
SJI_fNDoob,4-20200812174139878,4,20200812T174139,123059,4-20200812174139878,20200812T174139,20220812T174139,4,Sfilab14,1.27,4-20200812174139878
SJI_fNDoob,4-20200812173637700,4,20200812T173637,123058,4-20200812173637700,20200812T173637,20220812T173637,4,Sfilab14,1.25,4-20200812173637700
SJI_fNDoob,4-20200812173136526,4,20200812T173136,123057,4-20200812173136526,20200812T173136,20220812T173136,4,Sfilab14,1.22,4-20200812173136526
SJI_fNDoob,4-20200812172631354,4,20200812T172631,123056,4-20200812172631353,20200812T172631,20220812T172631,4,Sfilab14,1.27,4-20200812172631354
SJI_fNDoob,4-20200812172128177,4,20200812T172128,123055,4-20200812172128176,20200812T172128,20220812T172128,4,Sfilab14,1.28,4-20200812172128177
SJI_fNDoob,4-20200812171626003,4,20200812T171626,123054,4-20200812171626002,20200812T171626,20220812T171626,4,Sfilab14,1.27,4-20200812171626003
SJI_fNDoob,4-20200812171116824,4,20200812T171116,123053,4-20200812171116824,20200812T171116,20220812T171116,4,Sfilab14,1.16,4-20200812171116824
