pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
r1Gpf4wsiZ,4-20200812154028052,4,20200812T154028,66241,4-20200812154028052,20200812T154028,20220812T154028,7,Sfilab06,1449222,4-20200812154028052
r1Gpf4wsiZ,4-20200812153458306,4,20200812T153458,66240,4-20200812153458306,20200812T153458,20220812T153458,7,Sfilab06,1326128,4-20200812153458306
r1Gpf4wsiZ,4-20200812153017695,4,20200812T153017,66239,4-20200812153017695,20200812T153017,20220812T153017,7,Sfilab06,1539226,4-20200812153017695
r1Gpf4wsiZ,4-20200812152453506,4,20200812T152453,66238,4-20200812152453506,20200812T152453,20220812T152453,7,Sfilab06,2072962,4-20200812152453506
r1Gpf4wsiZ,4-20200812151949657,4,20200812T151949,66237,4-20200812151949656,20200812T151949,20220812T151949,7,Sfilab06,1727873,4-20200812151949657
r1Gpf4wsiZ,4-20200812151456642,4,20200812T151456,66236,4-20200812151456642,20200812T151456,20220812T151456,7,Sfilab06,1908832,4-20200812151456642
r1Gpf4wsiZ,4-20200812150941424,4,20200812T150941,66235,4-20200812150941424,20200812T150941,20220812T150941,7,Sfilab06,1844328,4-20200812150941424
r1Gpf4wsiZ,4-20200812150438243,4,20200812T150438,66234,4-20200812150438243,20200812T150438,20220812T150438,7,Sfilab06,1950473,4-20200812150438243
r1Gpf4wsiZ,4-20200812145932065,4,20200812T145932,66233,4-20200812145932065,20200812T145932,20220812T145932,7,Sfilab06,1767487,4-20200812145932065
r1Gpf4wsiZ,4-20200812145438448,4,20200812T145438,66232,4-20200812145438448,20200812T145438,20220812T145438,7,Sfilab06,2093099,4-20200812145438448
r1Gpf4wsiZ,4-20200812144923092,4,20200812T144923,66231,4-20200812144923092,20200812T144923,20220812T144923,7,Sfilab06,1462502,4-20200812144923092
r1Gpf4wsiZ,4-20200812144429082,4,20200812T144429,66230,4-20200812144429082,20200812T144429,20220812T144429,7,Sfilab06,1749235,4-20200812144429082
r1Gpf4wsiZ,4-20200812143908091,4,20200812T143908,66229,4-20200812143908091,20200812T143908,20220812T143908,7,Sfilab06,1717530,4-20200812143908091
r1Gpf4wsiZ,4-20200812143423567,4,20200812T143423,66228,4-20200812143423567,20200812T143423,20220812T143423,7,Sfilab06,2006456,4-20200812143423567
r1Gpf4wsiZ,4-20200812142858557,4,20200812T142858,66227,4-20200812142858556,20200812T142858,20220812T142858,7,Sfilab06,1818228,4-20200812142858557
r1Gpf4wsiZ,4-20200812142353825,4,20200812T142353,66226,4-20200812142353825,20200812T142353,20220812T142353,7,Sfilab06,2055149,4-20200812142353825
r1Gpf4wsiZ,4-20200812141905022,4,20200812T141905,66225,4-20200812141905022,20200812T141905,20220812T141905,7,Sfilab06,1891916,4-20200812141905022
r1Gpf4wsiZ,4-20200812141336467,4,20200812T141336,66224,4-20200812141336467,20200812T141336,20220812T141336,7,Sfilab06,1969107,4-20200812141336467
r1Gpf4wsiZ,4-20200812140903504,4,20200812T140903,66223,4-20200812140903503,20200812T140903,20220812T140903,7,Sfilab06,1833523,4-20200812140903504
r1Gpf4wsiZ,4-20200812140334116,4,20200812T140334,66222,4-20200812140334116,20200812T140334,20220812T140334,7,Sfilab06,2009262,4-20200812140334116
r1Gpf4wsiZ,4-20200812135848482,4,20200812T135848,66221,4-20200812135848482,20200812T135848,20220812T135848,7,Sfilab06,1804046,4-20200812135848482
r1Gpf4wsiZ,4-20200812135331322,4,20200812T135331,66220,4-20200812135331322,20200812T135331,20220812T135331,7,Sfilab06,1721481,4-20200812135331322
r1Gpf4wsiZ,4-20200812134814584,4,20200812T134814,66219,4-20200812134814584,20200812T134814,20220812T134814,7,Sfilab06,1780466,4-20200812134814584
r1Gpf4wsiZ,4-20200812134332974,4,20200812T134332,66218,4-20200812134332973,20200812T134332,20220812T134332,7,Sfilab06,1818141,4-20200812134332974
r1Gpf4wsiZ,4-20200812133808956,4,20200812T133808,66217,4-20200812133808956,20200812T133808,20220812T133808,7,Sfilab06,1678731,4-20200812133808956
r1Gpf4wsiZ,4-20200812133321432,4,20200812T133321,66216,4-20200812133321432,20200812T133321,20220812T133321,7,Sfilab06,1796818,4-20200812133321432
r1Gpf4wsiZ,4-20200812132802423,4,20200812T132802,66215,4-20200812132802422,20200812T132802,20220812T132802,7,Sfilab06,1563196,4-20200812132802423
r1Gpf4wsiZ,4-20200812132259413,4,20200812T132259,66214,4-20200812132259412,20200812T132259,20220812T132259,7,Sfilab06,1580692,4-20200812132259413
r1Gpf4wsiZ,4-20200812131805902,4,20200812T131805,66213,4-20200812131805901,20200812T131805,20220812T131805,7,Sfilab06,1643108,4-20200812131805902
r1Gpf4wsiZ,4-20200812131245892,4,20200812T131245,66212,4-20200812131245892,20200812T131245,20220812T131245,7,Sfilab06,1866994,4-20200812131245892
r1Gpf4wsiZ,4-20200812130757389,4,20200812T130757,66211,4-20200812130757389,20200812T130757,20220812T130757,7,Sfilab06,1603805,4-20200812130757389
r1Gpf4wsiZ,4-20200812130243876,4,20200812T130243,66210,4-20200812130243876,20200812T130243,20220812T130243,7,Sfilab06,1488409,4-20200812130243876
r1Gpf4wsiZ,4-20200812125750386,4,20200812T125750,66209,4-20200812125750386,20200812T125750,20220812T125750,7,Sfilab06,1672032,4-20200812125750386
r1Gpf4wsiZ,4-20200812125241652,4,20200812T125241,66208,4-20200812125241652,20200812T125241,20220812T125241,7,Sfilab06,1622645,4-20200812125241652
r1Gpf4wsiZ,4-20200812124824845,4,20200812T124824,66207,4-20200812124824844,20200812T124824,20220812T124824,7,Sfilab06,1498660,4-20200812124824845
r1Gpf4wsiZ,4-20200812124258870,4,20200812T124258,66206,4-20200812124258869,20200812T124258,20220812T124258,7,Sfilab06,1530653,4-20200812124258870
r1Gpf4wsiZ,4-20200812123812700,4,20200812T123812,66205,4-20200812123812699,20200812T123812,20220812T123812,7,Sfilab06,1753006,4-20200812123812700
r1Gpf4wsiZ,4-20200812123254323,4,20200812T123254,66204,4-20200812123254323,20200812T123254,20220812T123254,7,Sfilab06,1658225,4-20200812123254323
r1Gpf4wsiZ,4-20200812122802317,4,20200812T122802,66203,4-20200812122802317,20200812T122802,20220812T122802,7,Sfilab06,2177952,4-20200812122802317
r1Gpf4wsiZ,4-20200812122238792,4,20200812T122238,66202,4-20200812122238792,20200812T122238,20220812T122238,7,Sfilab06,2382956,4-20200812122238792
r1Gpf4wsiZ,4-20200812121752989,4,20200812T121752,66201,4-20200812121752989,20200812T121752,20220812T121752,7,Sfilab06,3192895,4-20200812121752989
r1Gpf4wsiZ,4-20200812121206234,4,20200812T121206,66200,4-20200812121206234,20200812T121206,20220812T121206,7,Sfilab06,1377258,4-20200812121206234
r1Gpf4wsiZ,4-20200812120700612,4,20200812T120700,66199,4-20200812120700612,20200812T120700,20220812T120700,7,Sfilab06,1366939,4-20200812120700612
