pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
S18kz4wii-,4-20200813015534994,4,20200813T015534,126138,4-20200813015534993,20200813T015534,20220813T015534,2,Sfilab14,48,4-20200813015534994
S18kz4wii-,4-20200813015015812,4,20200813T015015,126137,4-20200813015015811,20200813T015015,20220813T015015,2,Sfilab14,46,4-20200813015015812
S18kz4wii-,4-20200813014458630,4,20200813T014458,126136,4-20200813014458630,20200813T014458,20220813T014458,2,Sfilab14,47,4-20200813014458630
S18kz4wii-,4-20200813014026471,4,20200813T014026,126135,4-20200813014026471,20200813T014026,20220813T014026,2,Sfilab14,46,4-20200813014026471
S18kz4wii-,4-20200813013508291,4,20200813T013508,126134,4-20200813013508291,20200813T013508,20220813T013508,2,Sfilab14,47,4-20200813013508291
S18kz4wii-,4-20200813012950110,4,20200813T012950,126133,4-20200813012950109,20200813T012950,20220813T012950,2,Sfilab14,48,4-20200813012950110
S18kz4wii-,4-20200813012431924,4,20200813T012431,126132,4-20200813012431924,20200813T012431,20220813T012431,2,Sfilab14,48,4-20200813012431924
S18kz4wii-,4-20200813011837997,4,20200813T011837,126131,4-20200813011837997,20200813T011837,20220813T011837,2,Sfilab14,49,4-20200813011837997
S18kz4wii-,4-20200813011328819,4,20200813T011328,126130,4-20200813011328818,20200813T011328,20220813T011328,2,Sfilab14,49,4-20200813011328819
S18kz4wii-,4-20200813010824642,4,20200813T010824,126129,4-20200813010824641,20200813T010824,20220813T010824,2,Sfilab14,48,4-20200813010824642
S18kz4wii-,4-20200813010323469,4,20200813T010323,126128,4-20200813010323469,20200813T010323,20220813T010323,2,Sfilab14,48,4-20200813010323469
S18kz4wii-,4-20200813005826454,4,20200813T005826,126127,4-20200813005826452,20200813T005826,20220813T005826,2,Sfilab14,49,4-20200813005826454
S18kz4wii-,4-20200813005318120,4,20200813T005318,126126,4-20200813005318120,20200813T005318,20220813T005318,2,Sfilab14,48,4-20200813005318120
S18kz4wii-,4-20200813004808942,4,20200813T004808,126125,4-20200813004808942,20200813T004808,20220813T004808,2,Sfilab14,48,4-20200813004808942
S18kz4wii-,4-20200813004302766,4,20200813T004302,126124,4-20200813004302766,20200813T004302,20220813T004302,2,Sfilab14,49,4-20200813004302766
S18kz4wii-,4-20200813003759800,4,20200813T003759,126123,4-20200813003759800,20200813T003759,20220813T003759,2,Sfilab14,49,4-20200813003759800
S18kz4wii-,4-20200813003252412,4,20200813T003252,126122,4-20200813003252412,20200813T003252,20220813T003252,2,Sfilab14,49,4-20200813003252412
S18kz4wii-,4-20200813002748237,4,20200813T002748,126121,4-20200813002748237,20200813T002748,20220813T002748,2,Sfilab14,50,4-20200813002748237
S18kz4wii-,4-20200813002241066,4,20200813T002241,126120,4-20200813002241066,20200813T002241,20220813T002241,2,Sfilab14,51,4-20200813002241066
S18kz4wii-,4-20200813001739061,4,20200813T001739,126119,4-20200813001739061,20200813T001739,20220813T001739,2,Sfilab14,52,4-20200813001739061
S18kz4wii-,4-20200813000726535,4,20200813T000726,126118,4-20200813000726534,20200813T000726,20220813T000726,2,Sfilab14,52,4-20200813000726535
S18kz4wii-,4-20200813000219368,4,20200813T000219,126117,4-20200813000219368,20200813T000219,20220813T000219,2,Sfilab14,53,4-20200813000219368
S18kz4wii-,4-20200812235717182,4,20200812T235717,126116,4-20200812235717182,20200812T235717,20220812T235717,2,Sfilab14,54,4-20200812235717182
S18kz4wii-,4-20200812235213007,4,20200812T235213,126115,4-20200812235213007,20200812T235213,20220812T235213,2,Sfilab14,55,4-20200812235213007
S18kz4wii-,4-20200812234711833,4,20200812T234711,126114,4-20200812234711833,20200812T234711,20220812T234711,2,Sfilab14,56,4-20200812234711833
S18kz4wii-,4-20200812234209660,4,20200812T234209,126113,4-20200812234209660,20200812T234209,20220812T234209,2,Sfilab14,56,4-20200812234209660
S18kz4wii-,4-20200812233701482,4,20200812T233701,126112,4-20200812233701482,20200812T233701,20220812T233701,2,Sfilab14,56,4-20200812233701482
S18kz4wii-,4-20200812233153302,4,20200812T233153,126111,4-20200812233153302,20200812T233153,20220812T233153,2,Sfilab14,56,4-20200812233153302
S18kz4wii-,4-20200812232645124,4,20200812T232645,126110,4-20200812232645123,20200812T232645,20220812T232645,2,Sfilab14,56,4-20200812232645124
S18kz4wii-,4-20200812232142949,4,20200812T232142,126109,4-20200812232142948,20200812T232142,20220812T232142,2,Sfilab14,56,4-20200812232142949
S18kz4wii-,4-20200812231637775,4,20200812T231637,126108,4-20200812231637775,20200812T231637,20220812T231637,2,Sfilab14,56,4-20200812231637775
S18kz4wii-,4-20200812231137601,4,20200812T231137,126107,4-20200812231137601,20200812T231137,20220812T231137,2,Sfilab14,56,4-20200812231137601
S18kz4wii-,4-20200812230631434,4,20200812T230631,126106,4-20200812230631434,20200812T230631,20220812T230631,2,Sfilab14,56,4-20200812230631434
S18kz4wii-,4-20200812230122244,4,20200812T230122,126105,4-20200812230122244,20200812T230122,20220812T230122,2,Sfilab14,56,4-20200812230122244
S18kz4wii-,4-20200812225615067,4,20200812T225615,126104,4-20200812225615066,20200812T225615,20220812T225615,2,Sfilab14,56,4-20200812225615067
S18kz4wii-,4-20200812225113892,4,20200812T225113,126103,4-20200812225113891,20200812T225113,20220812T225113,2,Sfilab14,56,4-20200812225113892
S18kz4wii-,4-20200812224608713,4,20200812T224608,126102,4-20200812224608713,20200812T224608,20220812T224608,2,Sfilab14,57,4-20200812224608713
S18kz4wii-,4-20200812224100535,4,20200812T224100,126101,4-20200812224100535,20200812T224100,20220812T224100,2,Sfilab14,57,4-20200812224100535
S18kz4wii-,4-20200812223554357,4,20200812T223554,126100,4-20200812223554357,20200812T223554,20220812T223554,2,Sfilab14,57,4-20200812223554357
S18kz4wii-,4-20200812223054183,4,20200812T223054,126099,4-20200812223054182,20200812T223054,20220812T223054,2,Sfilab14,57,4-20200812223054183
S18kz4wii-,4-20200812222546005,4,20200812T222546,126098,4-20200812222546005,20200812T222546,20220812T222546,2,Sfilab14,57,4-20200812222546005
S18kz4wii-,4-20200812222036824,4,20200812T222036,126097,4-20200812222036824,20200812T222036,20220812T222036,2,Sfilab14,57,4-20200812222036824
S18kz4wii-,4-20200812221530648,4,20200812T221530,126096,4-20200812221530647,20200812T221530,20220812T221530,2,Sfilab14,57,4-20200812221530648
S18kz4wii-,4-20200812221029476,4,20200812T221029,126095,4-20200812221029476,20200812T221029,20220812T221029,2,Sfilab14,57,4-20200812221029476
S18kz4wii-,4-20200812220520295,4,20200812T220520,126094,4-20200812220520295,20200812T220520,20220812T220520,2,Sfilab14,57,4-20200812220520295
S18kz4wii-,4-20200812220011117,4,20200812T220011,126093,4-20200812220011117,20200812T220011,20220812T220011,2,Sfilab14,57,4-20200812220011117
S18kz4wii-,4-20200812215509963,4,20200812T215509,126092,4-20200812215509963,20200812T215509,20220812T215509,2,Sfilab14,58,4-20200812215509963
S18kz4wii-,4-20200812215002763,4,20200812T215002,126091,4-20200812215002763,20200812T215002,20220812T215002,2,Sfilab14,58,4-20200812215002763
S18kz4wii-,4-20200812214454586,4,20200812T214454,126090,4-20200812214454586,20200812T214454,20220812T214454,2,Sfilab14,58,4-20200812214454586
S18kz4wii-,4-20200812213945411,4,20200812T213945,126089,4-20200812213945410,20200812T213945,20220812T213945,2,Sfilab14,58,4-20200812213945411
S18kz4wii-,4-20200812213445233,4,20200812T213445,126088,4-20200812213445232,20200812T213445,20220812T213445,2,Sfilab14,58,4-20200812213445233
S18kz4wii-,4-20200812212944058,4,20200812T212944,126087,4-20200812212944058,20200812T212944,20220812T212944,2,Sfilab14,58,4-20200812212944058
S18kz4wii-,4-20200812212441884,4,20200812T212441,126086,4-20200812212441884,20200812T212441,20220812T212441,2,Sfilab14,59,4-20200812212441884
S18kz4wii-,4-20200812211939710,4,20200812T211939,126085,4-20200812211939710,20200812T211939,20220812T211939,2,Sfilab14,59,4-20200812211939710
S18kz4wii-,4-20200812211430530,4,20200812T211430,126084,4-20200812211430530,20200812T211430,20220812T211430,2,Sfilab14,59,4-20200812211430530
S18kz4wii-,4-20200812210921351,4,20200812T210921,126083,4-20200812210921351,20200812T210921,20220812T210921,2,Sfilab14,61,4-20200812210921351
S18kz4wii-,4-20200812210416174,4,20200812T210416,126082,4-20200812210416174,20200812T210416,20220812T210416,2,Sfilab14,62,4-20200812210416174
S18kz4wii-,4-20200812205909001,4,20200812T205908,126081,4-20200812205908998,20200812T205908,20220812T205908,2,Sfilab14,62,4-20200812205909001
S18kz4wii-,4-20200812205400818,4,20200812T205400,126080,4-20200812205400818,20200812T205400,20220812T205400,2,Sfilab14,62,4-20200812205400818
S18kz4wii-,4-20200812204858643,4,20200812T204858,126079,4-20200812204858643,20200812T204858,20220812T204858,2,Sfilab14,62,4-20200812204858643
S18kz4wii-,4-20200812204354467,4,20200812T204354,126078,4-20200812204354467,20200812T204354,20220812T204354,2,Sfilab14,62,4-20200812204354467
S18kz4wii-,4-20200812203845289,4,20200812T203845,126077,4-20200812203845289,20200812T203845,20220812T203845,2,Sfilab14,62,4-20200812203845289
S18kz4wii-,4-20200812203344114,4,20200812T203344,126076,4-20200812203344114,20200812T203344,20220812T203344,2,Sfilab14,62,4-20200812203344114
S18kz4wii-,4-20200812202836938,4,20200812T202836,126075,4-20200812202836938,20200812T202836,20220812T202836,2,Sfilab14,62,4-20200812202836938
S18kz4wii-,4-20200812202332762,4,20200812T202332,126074,4-20200812202332762,20200812T202332,20220812T202332,2,Sfilab14,62,4-20200812202332762
S18kz4wii-,4-20200812201832588,4,20200812T201832,126073,4-20200812201832588,20200812T201832,20220812T201832,2,Sfilab14,62,4-20200812201832588
S18kz4wii-,4-20200812201330412,4,20200812T201330,126072,4-20200812201330412,20200812T201330,20220812T201330,2,Sfilab14,62,4-20200812201330412
