pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
rJUPM4DisW,4-20200812222245270,4,20200812T222245,75787,4-20200812222245270,20200812T222245,20220812T222245,5,Sfilab12,54.13,4-20200812222245270
rJUPM4DisW,4-20200812221740099,4,20200812T221740,75786,4-20200812221740099,20200812T221740,20220812T221740,5,Sfilab12,48.92,4-20200812221740099
rJUPM4DisW,4-20200812221236563,4,20200812T221236,75785,4-20200812221236563,20200812T221236,20220812T221236,5,Sfilab12,46.24,4-20200812221236563
rJUPM4DisW,4-20200812220731749,4,20200812T220731,75784,4-20200812220731748,20200812T220731,20220812T220731,5,Sfilab12,40.86,4-20200812220731749
rJUPM4DisW,4-20200812220224575,4,20200812T220224,75783,4-20200812220224574,20200812T220224,20220812T220224,5,Sfilab12,49.47,4-20200812220224575
rJUPM4DisW,4-20200812215719399,4,20200812T215719,75782,4-20200812215719398,20200812T215719,20220812T215719,5,Sfilab12,71.69,4-20200812215719399
rJUPM4DisW,4-20200812215214226,4,20200812T215214,75781,4-20200812215214225,20200812T215214,20220812T215214,5,Sfilab12,72.50,4-20200812215214226
rJUPM4DisW,4-20200812214712052,4,20200812T214712,75780,4-20200812214712052,20200812T214712,20220812T214712,5,Sfilab12,81.13,4-20200812214712052
rJUPM4DisW,4-20200812214207879,4,20200812T214207,75779,4-20200812214207879,20200812T214207,20220812T214207,5,Sfilab12,92.85,4-20200812214207879
rJUPM4DisW,4-20200812213701702,4,20200812T213701,75778,4-20200812213701702,20200812T213701,20220812T213701,5,Sfilab12,68.54,4-20200812213701702
rJUPM4DisW,4-20200812213155529,4,20200812T213155,75777,4-20200812213155528,20200812T213155,20220812T213155,5,Sfilab12,51.74,4-20200812213155529
rJUPM4DisW,4-20200812212653353,4,20200812T212653,75776,4-20200812212653353,20200812T212653,20220812T212653,5,Sfilab12,30.16,4-20200812212653353
rJUPM4DisW,4-20200812212150177,4,20200812T212150,75775,4-20200812212150177,20200812T212150,20220812T212150,5,Sfilab12,19.02,4-20200812212150177
rJUPM4DisW,4-20200812211646002,4,20200812T211646,75774,4-20200812211646001,20200812T211646,20220812T211646,5,Sfilab12,14.36,4-20200812211646002
rJUPM4DisW,4-20200812211136827,4,20200812T211136,75773,4-20200812211136826,20200812T211136,20220812T211136,5,Sfilab12,10.84,4-20200812211136827
rJUPM4DisW,4-20200812210630651,4,20200812T210630,75772,4-20200812210630650,20200812T210630,20220812T210630,4,Sfilab12,9.58,4-20200812210630651
rJUPM4DisW,4-20200812210124194,4,20200812T210124,75771,4-20200812210124194,20200812T210124,20220812T210124,4,Sfilab12,7.91,4-20200812210124194
rJUPM4DisW,4-20200812205617918,4,20200812T205617,75770,4-20200812205617918,20200812T205617,20220812T205617,4,Sfilab12,7.48,4-20200812205617918
rJUPM4DisW,4-20200812205115845,4,20200812T205115,75769,4-20200812205115845,20200812T205115,20220812T205115,4,Sfilab12,5.52,4-20200812205115845
