pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
B1zIZVvsiZ,4-20200812203147177,4,20200812T203147,70716,4-20200812203147177,20200812T203147,20220812T203147,5,Sfilab12,22.00,4-20200812203147177
B1zIZVvsiZ,4-20200812202620266,4,20200812T202620,70715,4-20200812202620265,20200812T202620,20220812T202620,5,Sfilab12,22.00,4-20200812202620266
B1zIZVvsiZ,4-20200812202140829,4,20200812T202140,70714,4-20200812202140829,20200812T202140,20220812T202140,5,Sfilab12,21.90,4-20200812202140829
B1zIZVvsiZ,4-20200812201616919,4,20200812T201616,70713,4-20200812201616919,20200812T201616,20220812T201616,5,Sfilab12,21.90,4-20200812201616919
B1zIZVvsiZ,4-20200812201131482,4,20200812T201131,70712,4-20200812201131482,20200812T201131,20220812T201131,5,Sfilab12,21.90,4-20200812201131482
B1zIZVvsiZ,4-20200812200612572,4,20200812T200612,70711,4-20200812200612572,20200812T200612,20220812T200612,5,Sfilab12,21.90,4-20200812200612572
B1zIZVvsiZ,4-20200812200117128,4,20200812T200117,70710,4-20200812200117128,20200812T200117,20220812T200117,5,Sfilab12,21.90,4-20200812200117128
B1zIZVvsiZ,4-20200812195607223,4,20200812T195607,70709,4-20200812195607223,20200812T195607,20220812T195607,5,Sfilab12,21.90,4-20200812195607223
B1zIZVvsiZ,4-20200812195103778,4,20200812T195103,70708,4-20200812195103778,20200812T195103,20220812T195103,5,Sfilab12,21.80,4-20200812195103778
B1zIZVvsiZ,4-20200812194556873,4,20200812T194556,70707,4-20200812194556873,20200812T194556,20220812T194556,5,Sfilab12,21.80,4-20200812194556873
B1zIZVvsiZ,4-20200812194059429,4,20200812T194059,70706,4-20200812194059429,20200812T194059,20220812T194059,5,Sfilab12,21.80,4-20200812194059429
B1zIZVvsiZ,4-20200812193544526,4,20200812T193544,70705,4-20200812193544526,20200812T193544,20220812T193544,5,Sfilab12,21.70,4-20200812193544526
B1zIZVvsiZ,4-20200812193055082,4,20200812T193055,70704,4-20200812193055081,20200812T193055,20220812T193055,5,Sfilab12,21.70,4-20200812193055082
B1zIZVvsiZ,4-20200812192534172,4,20200812T192534,70703,4-20200812192534171,20200812T192534,20220812T192534,5,Sfilab12,21.70,4-20200812192534172
B1zIZVvsiZ,4-20200812192024996,4,20200812T192024,70702,4-20200812192024996,20200812T192024,20220812T192024,5,Sfilab12,21.60,4-20200812192024996
B1zIZVvsiZ,4-20200812191530554,4,20200812T191530,70701,4-20200812191530553,20200812T191530,20220812T191530,5,Sfilab12,21.60,4-20200812191530554
B1zIZVvsiZ,4-20200812191018651,4,20200812T191018,70700,4-20200812191018651,20200812T191018,20220812T191018,5,Sfilab12,21.60,4-20200812191018651
B1zIZVvsiZ,4-20200812190522206,4,20200812T190522,70699,4-20200812190522206,20200812T190522,20220812T190522,5,Sfilab12,21.60,4-20200812190522206
B1zIZVvsiZ,4-20200812190010302,4,20200812T190010,70698,4-20200812190010302,20200812T190010,20220812T190010,5,Sfilab12,21.60,4-20200812190010302
B1zIZVvsiZ,4-20200812185514858,4,20200812T185514,70697,4-20200812185514857,20200812T185514,20220812T185514,5,Sfilab12,21.50,4-20200812185514858
B1zIZVvsiZ,4-20200812184955951,4,20200812T184955,70696,4-20200812184955951,20200812T184955,20220812T184955,5,Sfilab12,21.50,4-20200812184955951
B1zIZVvsiZ,4-20200812184505509,4,20200812T184505,70695,4-20200812184505509,20200812T184505,20220812T184505,5,Sfilab12,21.50,4-20200812184505509
B1zIZVvsiZ,4-20200812183944599,4,20200812T183944,70694,4-20200812183944599,20200812T183944,20220812T183944,5,Sfilab12,21.50,4-20200812183944599
B1zIZVvsiZ,4-20200812183459166,4,20200812T183459,70693,4-20200812183459166,20200812T183459,20220812T183459,5,Sfilab12,21.40,4-20200812183459166
B1zIZVvsiZ,4-20200812182938253,4,20200812T182938,70692,4-20200812182938253,20200812T182938,20220812T182938,5,Sfilab12,21.40,4-20200812182938253
B1zIZVvsiZ,4-20200812182448813,4,20200812T182448,70691,4-20200812182448813,20200812T182448,20220812T182448,5,Sfilab12,21.40,4-20200812182448813
B1zIZVvsiZ,4-20200812181930906,4,20200812T181930,70690,4-20200812181930906,20200812T181930,20220812T181930,5,Sfilab12,21.30,4-20200812181930906
B1zIZVvsiZ,4-20200812181441467,4,20200812T181441,70689,4-20200812181441467,20200812T181441,20220812T181441,5,Sfilab12,21.30,4-20200812181441467
B1zIZVvsiZ,4-20200812180922560,4,20200812T180922,70688,4-20200812180922560,20200812T180922,20220812T180922,5,Sfilab12,21.30,4-20200812180922560
B1zIZVvsiZ,4-20200812180437122,4,20200812T180437,70687,4-20200812180437122,20200812T180437,20220812T180437,5,Sfilab12,21.30,4-20200812180437122
B1zIZVvsiZ,4-20200812175908211,4,20200812T175908,70686,4-20200812175908211,20200812T175908,20220812T175908,5,Sfilab12,21.20,4-20200812175908211
B1zIZVvsiZ,4-20200812175424772,4,20200812T175424,70685,4-20200812175424772,20200812T175424,20220812T175424,5,Sfilab12,21.20,4-20200812175424772
B1zIZVvsiZ,4-20200812174903870,4,20200812T174903,70684,4-20200812174903870,20200812T174903,20220812T174903,5,Sfilab12,21.20,4-20200812174903870
B1zIZVvsiZ,4-20200812174416428,4,20200812T174416,70683,4-20200812174416428,20200812T174416,20220812T174416,5,Sfilab12,21.10,4-20200812174416428
B1zIZVvsiZ,4-20200812173853519,4,20200812T173853,70682,4-20200812173853519,20200812T173853,20220812T173853,5,Sfilab12,21.10,4-20200812173853519
B1zIZVvsiZ,4-20200812173407080,4,20200812T173407,70681,4-20200812173407080,20200812T173407,20220812T173407,5,Sfilab12,21.10,4-20200812173407080
B1zIZVvsiZ,4-20200812172842169,4,20200812T172842,70680,4-20200812172842169,20200812T172842,20220812T172842,5,Sfilab12,21.00,4-20200812172842169
B1zIZVvsiZ,4-20200812172357732,4,20200812T172357,70679,4-20200812172357731,20200812T172357,20220812T172357,5,Sfilab12,21.00,4-20200812172357732
B1zIZVvsiZ,4-20200812171827819,4,20200812T171827,70678,4-20200812171827819,20200812T171827,20220812T171827,5,Sfilab12,20.90,4-20200812171827819
B1zIZVvsiZ,4-20200812171351387,4,20200812T171351,70677,4-20200812171351386,20200812T171351,20220812T171351,5,Sfilab12,20.80,4-20200812171351387
B1zIZVvsiZ,4-20200812170828207,4,20200812T170828,70676,4-20200812170828207,20200812T170828,20220812T170828,5,Sfilab12,20.70,4-20200812170828207
B1zIZVvsiZ,4-20200812170341040,4,20200812T170341,70675,4-20200812170341039,20200812T170341,20220812T170341,5,Sfilab12,20.50,4-20200812170341040
B1zIZVvsiZ,4-20200812165824860,4,20200812T165824,70674,4-20200812165824860,20200812T165824,20220812T165824,5,Sfilab12,20.50,4-20200812165824860
B1zIZVvsiZ,4-20200812165309685,4,20200812T165309,70673,4-20200812165309684,20200812T165309,20220812T165309,5,Sfilab12,20.50,4-20200812165309685
B1zIZVvsiZ,4-20200812164830522,4,20200812T164830,70672,4-20200812164830522,20200812T164830,20220812T164830,5,Sfilab12,20.40,4-20200812164830522
B1zIZVvsiZ,4-20200812164307337,4,20200812T164307,70671,4-20200812164307337,20200812T164307,20220812T164307,5,Sfilab12,20.40,4-20200812164307337
B1zIZVvsiZ,4-20200812163816176,4,20200812T163816,70670,4-20200812163816176,20200812T163816,20220812T163816,5,Sfilab12,20.50,4-20200812163816176
B1zIZVvsiZ,4-20200812163246987,4,20200812T163246,70669,4-20200812163246987,20200812T163246,20220812T163246,5,Sfilab12,20.40,4-20200812163246987
B1zIZVvsiZ,4-20200812162807828,4,20200812T162807,70668,4-20200812162807827,20200812T162807,20220812T162807,5,Sfilab12,20.50,4-20200812162807828
B1zIZVvsiZ,4-20200812162252650,4,20200812T162252,70667,4-20200812162252649,20200812T162252,20220812T162252,5,Sfilab12,20.50,4-20200812162252650
B1zIZVvsiZ,4-20200812161731468,4,20200812T161731,70666,4-20200812161731467,20200812T161731,20220812T161731,5,Sfilab12,20.50,4-20200812161731468
B1zIZVvsiZ,4-20200812161258312,4,20200812T161258,70665,4-20200812161258312,20200812T161258,20220812T161258,5,Sfilab12,20.40,4-20200812161258312
B1zIZVvsiZ,4-20200812160732128,4,20200812T160732,70664,4-20200812160732127,20200812T160732,20220812T160732,5,Sfilab12,20.40,4-20200812160732128
B1zIZVvsiZ,4-20200812160244966,4,20200812T160244,70663,4-20200812160244966,20200812T160244,20220812T160244,5,Sfilab12,20.40,4-20200812160244966
B1zIZVvsiZ,4-20200812155720783,4,20200812T155720,70662,4-20200812155720782,20200812T155720,20220812T155720,5,Sfilab12,20.40,4-20200812155720783
B1zIZVvsiZ,4-20200812155158879,4,20200812T155158,70661,4-20200812155158878,20200812T155158,20220812T155158,5,Sfilab12,20.40,4-20200812155158879
B1zIZVvsiZ,4-20200812154724444,4,20200812T154724,70660,4-20200812154724444,20200812T154724,20220812T154724,5,Sfilab12,20.40,4-20200812154724444
B1zIZVvsiZ,4-20200812154200539,4,20200812T154200,70659,4-20200812154200538,20200812T154200,20220812T154200,5,Sfilab12,20.40,4-20200812154200539
B1zIZVvsiZ,4-20200812153716102,4,20200812T153716,70658,4-20200812153716102,20200812T153716,20220812T153716,5,Sfilab12,20.40,4-20200812153716102
B1zIZVvsiZ,4-20200812153151195,4,20200812T153151,70657,4-20200812153151195,20200812T153151,20220812T153151,5,Sfilab12,20.40,4-20200812153151195
B1zIZVvsiZ,4-20200812152713760,4,20200812T152713,70656,4-20200812152713760,20200812T152713,20220812T152713,5,Sfilab12,20.40,4-20200812152713760
B1zIZVvsiZ,4-20200812152148854,4,20200812T152148,70655,4-20200812152148853,20200812T152148,20220812T152148,5,Sfilab12,20.40,4-20200812152148854
B1zIZVvsiZ,4-20200812151703425,4,20200812T151703,70654,4-20200812151703424,20200812T151703,20220812T151703,5,Sfilab12,20.40,4-20200812151703425
B1zIZVvsiZ,4-20200812151147235,4,20200812T151147,70653,4-20200812151147235,20200812T151147,20220812T151147,5,Sfilab12,20.40,4-20200812151147235
B1zIZVvsiZ,4-20200812150631336,4,20200812T150631,70652,4-20200812150631336,20200812T150631,20220812T150631,5,Sfilab12,20.50,4-20200812150631336
B1zIZVvsiZ,4-20200812150147897,4,20200812T150147,70651,4-20200812150147896,20200812T150147,20220812T150147,5,Sfilab12,20.50,4-20200812150147897
B1zIZVvsiZ,4-20200812145629998,4,20200812T145629,70650,4-20200812145629996,20200812T145629,20220812T145629,5,Sfilab12,20.50,4-20200812145629998
B1zIZVvsiZ,4-20200812145139554,4,20200812T145139,70649,4-20200812145139554,20200812T145139,20220812T145139,5,Sfilab12,20.50,4-20200812145139554
B1zIZVvsiZ,4-20200812144613371,4,20200812T144613,70648,4-20200812144613371,20200812T144613,20220812T144613,5,Sfilab12,20.50,4-20200812144613371
B1zIZVvsiZ,4-20200812144134213,4,20200812T144134,70647,4-20200812144134212,20200812T144134,20220812T144134,5,Sfilab12,20.50,4-20200812144134213
B1zIZVvsiZ,4-20200812143615309,4,20200812T143615,70646,4-20200812143615309,20200812T143615,20220812T143615,5,Sfilab12,20.50,4-20200812143615309
B1zIZVvsiZ,4-20200812143055128,4,20200812T143055,70645,4-20200812143055128,20200812T143055,20220812T143055,5,Sfilab12,20.50,4-20200812143055128
B1zIZVvsiZ,4-20200812142610691,4,20200812T142610,70644,4-20200812142610690,20200812T142610,20220812T142610,5,Sfilab12,20.50,4-20200812142610691
B1zIZVvsiZ,4-20200812142043783,4,20200812T142043,70643,4-20200812142043783,20200812T142043,20220812T142043,5,Sfilab12,20.40,4-20200812142043783
B1zIZVvsiZ,4-20200812141604350,4,20200812T141604,70642,4-20200812141604349,20200812T141604,20220812T141604,5,Sfilab12,20.50,4-20200812141604350
B1zIZVvsiZ,4-20200812141043444,4,20200812T141043,70641,4-20200812141043443,20200812T141043,20220812T141043,5,Sfilab12,20.50,4-20200812141043444
B1zIZVvsiZ,4-20200812140552280,4,20200812T140552,70640,4-20200812140552280,20200812T140552,20220812T140552,5,Sfilab12,20.50,4-20200812140552280
B1zIZVvsiZ,4-20200812140019092,4,20200812T140019,70639,4-20200812140019091,20200812T140019,20220812T140019,5,Sfilab12,20.50,4-20200812140019092
B1zIZVvsiZ,4-20200812135547661,4,20200812T135547,70638,4-20200812135547661,20200812T135547,20220812T135547,5,Sfilab12,20.50,4-20200812135547661
B1zIZVvsiZ,4-20200812135024754,4,20200812T135024,70637,4-20200812135024754,20200812T135024,20220812T135024,5,Sfilab12,20.50,4-20200812135024754
B1zIZVvsiZ,4-20200812134502573,4,20200812T134502,70636,4-20200812134502573,20200812T134502,20220812T134502,5,Sfilab12,20.50,4-20200812134502573
B1zIZVvsiZ,4-20200812134031143,4,20200812T134031,70635,4-20200812134031143,20200812T134031,20220812T134031,5,Sfilab12,20.50,4-20200812134031143
B1zIZVvsiZ,4-20200812133507960,4,20200812T133507,70634,4-20200812133507960,20200812T133507,20220812T133507,5,Sfilab12,20.50,4-20200812133507960
B1zIZVvsiZ,4-20200812133023800,4,20200812T133023,70633,4-20200812133023800,20200812T133023,20220812T133023,5,Sfilab12,20.50,4-20200812133023800
B1zIZVvsiZ,4-20200812132506621,4,20200812T132506,70632,4-20200812132506620,20200812T132506,20220812T132506,5,Sfilab12,20.50,4-20200812132506621
B1zIZVvsiZ,4-20200812132015057,4,20200812T132015,70631,4-20200812132015056,20200812T132015,20220812T132015,5,Sfilab12,20.50,4-20200812132015057
B1zIZVvsiZ,4-20200812131446278,4,20200812T131446,70630,4-20200812131446277,20200812T131446,20220812T131446,5,Sfilab12,20.50,4-20200812131446278
B1zIZVvsiZ,4-20200812131006111,4,20200812T131006,70629,4-20200812131006110,20200812T131006,20220812T131006,5,Sfilab12,20.50,4-20200812131006111
B1zIZVvsiZ,4-20200812130440211,4,20200812T130440,70628,4-20200812130440210,20200812T130440,20220812T130440,5,Sfilab12,20.50,4-20200812130440211
B1zIZVvsiZ,4-20200812125953765,4,20200812T125953,70627,4-20200812125953765,20200812T125953,20220812T125953,5,Sfilab12,20.50,4-20200812125953765
B1zIZVvsiZ,4-20200812125424858,4,20200812T125424,70626,4-20200812125424858,20200812T125424,20220812T125424,5,Sfilab12,20.50,4-20200812125424858
B1zIZVvsiZ,4-20200812124941420,4,20200812T124941,70625,4-20200812124941420,20200812T124941,20220812T124941,5,Sfilab12,20.50,4-20200812124941420
B1zIZVvsiZ,4-20200812124414511,4,20200812T124414,70624,4-20200812124414511,20200812T124414,20220812T124414,5,Sfilab12,20.50,4-20200812124414511
B1zIZVvsiZ,4-20200812123929349,4,20200812T123929,70623,4-20200812123929349,20200812T123929,20220812T123929,5,Sfilab12,20.50,4-20200812123929349
B1zIZVvsiZ,4-20200812123352882,4,20200812T123352,70622,4-20200812123352882,20200812T123352,20220812T123352,5,Sfilab12,20.50,4-20200812123352882
B1zIZVvsiZ,4-20200812122917726,4,20200812T122917,70621,4-20200812122917726,20200812T122917,20220812T122917,5,Sfilab12,20.50,4-20200812122917726
B1zIZVvsiZ,4-20200812122357547,4,20200812T122357,70620,4-20200812122357547,20200812T122357,20220812T122357,5,Sfilab12,20.50,4-20200812122357547
B1zIZVvsiZ,4-20200812121910382,4,20200812T121910,70619,4-20200812121910382,20200812T121910,20220812T121910,5,Sfilab12,20.50,4-20200812121910382
B1zIZVvsiZ,4-20200812121345476,4,20200812T121345,70618,4-20200812121345476,20200812T121345,20220812T121345,5,Sfilab12,20.50,4-20200812121345476
B1zIZVvsiZ,4-20200812120900330,4,20200812T120900,70617,4-20200812120900330,20200812T120900,20220812T120900,5,Sfilab12,20.40,4-20200812120900330
B1zIZVvsiZ,4-20200812120338134,4,20200812T120338,70616,4-20200812120338134,20200812T120338,20220812T120338,5,Sfilab12,20.40,4-20200812120338134
B1zIZVvsiZ,4-20200812115821679,4,20200812T115821,70615,4-20200812115821679,20200812T115821,20220812T115821,5,Sfilab12,20.40,4-20200812115821679
B1zIZVvsiZ,4-20200812115345527,4,20200812T115345,70614,4-20200812115345527,20200812T115345,20220812T115345,5,Sfilab12,20.50,4-20200812115345527
B1zIZVvsiZ,4-20200812114811332,4,20200812T114811,70613,4-20200812114811332,20200812T114811,20220812T114811,5,Sfilab12,20.50,4-20200812114811332
B1zIZVvsiZ,4-20200812114251152,4,20200812T114251,70612,4-20200812114251152,20200812T114251,20220812T114251,5,Sfilab12,20.50,4-20200812114251152
B1zIZVvsiZ,4-20200812113803989,4,20200812T113803,70611,4-20200812113803988,20200812T113803,20220812T113803,5,Sfilab12,20.50,4-20200812113803989
B1zIZVvsiZ,4-20200812113329836,4,20200812T113329,70610,4-20200812113329836,20200812T113329,20220812T113329,5,Sfilab12,20.50,4-20200812113329836
B1zIZVvsiZ,4-20200812112803648,4,20200812T112803,70609,4-20200812112803648,20200812T112803,20220812T112803,5,Sfilab12,20.50,4-20200812112803648
B1zIZVvsiZ,4-20200812112224460,4,20200812T112224,70608,4-20200812112224460,20200812T112224,20220812T112224,5,Sfilab12,20.60,4-20200812112224460
B1zIZVvsiZ,4-20200812111747303,4,20200812T111747,70607,4-20200812111747302,20200812T111747,20220812T111747,5,Sfilab12,20.50,4-20200812111747303
B1zIZVvsiZ,4-20200812111312145,4,20200812T111312,70606,4-20200812111312145,20200812T111312,20220812T111312,5,Sfilab12,20.50,4-20200812111312145
B1zIZVvsiZ,4-20200812110754967,4,20200812T110754,70605,4-20200812110754967,20200812T110754,20220812T110754,5,Sfilab12,20.50,4-20200812110754967
B1zIZVvsiZ,4-20200812110311806,4,20200812T110311,70604,4-20200812110311806,20200812T110311,20220812T110311,5,Sfilab12,20.60,4-20200812110311806
B1zIZVvsiZ,4-20200812105751629,4,20200812T105751,70603,4-20200812105751629,20200812T105751,20220812T105751,5,Sfilab12,20.60,4-20200812105751629
B1zIZVvsiZ,4-20200812105230446,4,20200812T105230,70602,4-20200812105230445,20200812T105230,20220812T105230,5,Sfilab12,20.60,4-20200812105230446
B1zIZVvsiZ,4-20200812104709264,4,20200812T104709,70601,4-20200812104709264,20200812T104709,20220812T104709,5,Sfilab12,20.60,4-20200812104709264
B1zIZVvsiZ,4-20200812104227105,4,20200812T104227,70600,4-20200812104227105,20200812T104227,20220812T104227,5,Sfilab12,20.60,4-20200812104227105
B1zIZVvsiZ,4-20200812103745945,4,20200812T103745,70599,4-20200812103745945,20200812T103745,20220812T103745,5,Sfilab12,20.60,4-20200812103745945
B1zIZVvsiZ,4-20200812103220766,4,20200812T103220,70598,4-20200812103220766,20200812T103220,20220812T103220,5,Sfilab12,20.60,4-20200812103220766
B1zIZVvsiZ,4-20200812102729598,4,20200812T102729,70597,4-20200812102729598,20200812T102729,20220812T102729,5,Sfilab12,20.70,4-20200812102729598
B1zIZVvsiZ,4-20200812102212417,4,20200812T102212,70596,4-20200812102212417,20200812T102212,20220812T102212,5,Sfilab12,20.70,4-20200812102212417
B1zIZVvsiZ,4-20200812101728255,4,20200812T101728,70595,4-20200812101728255,20200812T101728,20220812T101728,5,Sfilab12,20.70,4-20200812101728255
B1zIZVvsiZ,4-20200812101202070,4,20200812T101202,70594,4-20200812101202069,20200812T101202,20220812T101202,5,Sfilab12,20.80,4-20200812101202070
B1zIZVvsiZ,4-20200812100722911,4,20200812T100722,70593,4-20200812100722911,20200812T100722,20220812T100722,5,Sfilab12,20.80,4-20200812100722911
B1zIZVvsiZ,4-20200812100115702,4,20200812T100115,70592,4-20200812100115701,20200812T100115,20220812T100115,5,Sfilab12,20.80,4-20200812100115702
B1zIZVvsiZ,4-20200812095714570,4,20200812T095714,70591,4-20200812095714569,20200812T095714,20220812T095714,5,Sfilab12,20.80,4-20200812095714570
B1zIZVvsiZ,4-20200812095036619,4,20200812T095036,70590,4-20200812095036618,20200812T095036,20220812T095036,5,Sfilab12,20.80,4-20200812095036619
B1zIZVvsiZ,4-20200812094537172,4,20200812T094537,70589,4-20200812094537172,20200812T094537,20220812T094537,5,Sfilab12,20.80,4-20200812094537172
B1zIZVvsiZ,4-20200812094021268,4,20200812T094021,70588,4-20200812094021268,20200812T094021,20220812T094021,5,Sfilab12,20.80,4-20200812094021268
B1zIZVvsiZ,4-20200812093517099,4,20200812T093517,70587,4-20200812093517098,20200812T093517,20220812T093517,5,Sfilab12,20.90,4-20200812093517099
B1zIZVvsiZ,4-20200812093022656,4,20200812T093022,70586,4-20200812093022655,20200812T093022,20220812T093022,5,Sfilab12,21.00,4-20200812093022656
B1zIZVvsiZ,4-20200812092505751,4,20200812T092505,70585,4-20200812092505751,20200812T092505,20220812T092505,5,Sfilab12,21.00,4-20200812092505751
B1zIZVvsiZ,4-20200812092013310,4,20200812T092013,70584,4-20200812092013309,20200812T092013,20220812T092013,5,Sfilab12,21.10,4-20200812092013310
B1zIZVvsiZ,4-20200812091503404,4,20200812T091503,70583,4-20200812091503404,20200812T091503,20220812T091503,5,Sfilab12,21.10,4-20200812091503404
B1zIZVvsiZ,4-20200812091011967,4,20200812T091011,70582,4-20200812091011967,20200812T091011,20220812T091011,5,Sfilab12,21.10,4-20200812091011967
B1zIZVvsiZ,4-20200812090455783,4,20200812T090455,70581,4-20200812090455783,20200812T090455,20220812T090455,5,Sfilab12,21.00,4-20200812090455783
B1zIZVvsiZ,4-20200812085944883,4,20200812T085944,70580,4-20200812085944883,20200812T085944,20220812T085944,5,Sfilab12,21.00,4-20200812085944883
B1zIZVvsiZ,4-20200812085446432,4,20200812T085446,70579,4-20200812085446432,20200812T085446,20220812T085446,5,Sfilab12,21.00,4-20200812085446432
B1zIZVvsiZ,4-20200812084938532,4,20200812T084938,70578,4-20200812084938531,20200812T084938,20220812T084938,5,Sfilab12,21.00,4-20200812084938532
B1zIZVvsiZ,4-20200812084451097,4,20200812T084451,70577,4-20200812084451096,20200812T084451,20220812T084451,5,Sfilab12,20.90,4-20200812084451097
B1zIZVvsiZ,4-20200812084016216,4,20200812T084016,70576,4-20200812084016215,20200812T084016,20220812T084016,5,Sfilab12,20.90,4-20200812084016216
B1zIZVvsiZ,4-20200812083532776,4,20200812T083532,70575,4-20200812083532775,20200812T083532,20220812T083532,5,Sfilab12,20.90,4-20200812083532776
B1zIZVvsiZ,4-20200812083004872,4,20200812T083004,70574,4-20200812083004872,20200812T083004,20220812T083004,5,Sfilab12,21.00,4-20200812083004872
B1zIZVvsiZ,4-20200812082525428,4,20200812T082525,70573,4-20200812082525428,20200812T082525,20220812T082525,5,Sfilab12,21.00,4-20200812082525428
B1zIZVvsiZ,4-20200812082002992,4,20200812T082002,70572,4-20200812082002992,20200812T082002,20220812T082002,5,Sfilab12,21.10,4-20200812082002992
B1zIZVvsiZ,4-20200812081527373,4,20200812T081527,70571,4-20200812081527373,20200812T081527,20220812T081527,5,Sfilab12,21.10,4-20200812081527373
B1zIZVvsiZ,4-20200812081007924,4,20200812T081007,70570,4-20200812081007924,20200812T081007,20220812T081007,5,Sfilab12,21.20,4-20200812081007924
