pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
Hy8hbEwjoW,4-20200812221304688,4,20200812T221304,64853,4-20200812221304688,20200812T221304,20220812T221304,2,Sfilab09,58,4-20200812221304688
Hy8hbEwjoW,4-20200812220739771,4,20200812T220739,64852,4-20200812220739770,20200812T220739,20220812T220739,2,Sfilab09,58,4-20200812220739771
Hy8hbEwjoW,4-20200812220300351,4,20200812T220300,64851,4-20200812220300351,20200812T220300,20220812T220300,2,Sfilab09,58,4-20200812220300351
Hy8hbEwjoW,4-20200812215731420,4,20200812T215731,64850,4-20200812215731420,20200812T215731,20220812T215731,2,Sfilab09,59,4-20200812215731420
Hy8hbEwjoW,4-20200812215255988,4,20200812T215255,64849,4-20200812215255988,20200812T215255,20220812T215255,2,Sfilab09,59,4-20200812215255988
Hy8hbEwjoW,4-20200812214740079,4,20200812T214740,64848,4-20200812214740079,20200812T214740,20220812T214740,2,Sfilab09,59,4-20200812214740079
Hy8hbEwjoW,4-20200812214216895,4,20200812T214216,64847,4-20200812214216895,20200812T214216,20220812T214216,2,Sfilab09,59,4-20200812214216895
Hy8hbEwjoW,4-20200812213740463,4,20200812T213740,64846,4-20200812213740463,20200812T213740,20220812T213740,2,Sfilab09,59,4-20200812213740463
Hy8hbEwjoW,4-20200812213215551,4,20200812T213215,64845,4-20200812213215551,20200812T213215,20220812T213215,2,Sfilab09,60,4-20200812213215551
Hy8hbEwjoW,4-20200812212729110,4,20200812T212729,64844,4-20200812212729110,20200812T212729,20220812T212729,2,Sfilab09,60,4-20200812212729110
Hy8hbEwjoW,4-20200812212203195,4,20200812T212203,64843,4-20200812212203195,20200812T212203,20220812T212203,2,Sfilab09,60,4-20200812212203195
Hy8hbEwjoW,4-20200812211715755,4,20200812T211715,64842,4-20200812211715754,20200812T211715,20220812T211715,2,Sfilab09,60,4-20200812211715755
Hy8hbEwjoW,4-20200812211146841,4,20200812T211146,64841,4-20200812211146841,20200812T211146,20220812T211146,2,Sfilab09,61,4-20200812211146841
Hy8hbEwjoW,4-20200812210710406,4,20200812T210710,64840,4-20200812210710406,20200812T210710,20220812T210710,2,Sfilab09,63,4-20200812210710406
Hy8hbEwjoW,4-20200812210146221,4,20200812T210146,64839,4-20200812210146221,20200812T210146,20220812T210146,2,Sfilab09,64,4-20200812210146221
Hy8hbEwjoW,4-20200812205630317,4,20200812T205630,64838,4-20200812205630317,20200812T205630,20220812T205630,2,Sfilab09,64,4-20200812205630317
Hy8hbEwjoW,4-20200812205152884,4,20200812T205152,64837,4-20200812205152884,20200812T205152,20220812T205152,2,Sfilab09,64,4-20200812205152884
Hy8hbEwjoW,4-20200812204634698,4,20200812T204634,64836,4-20200812204634698,20200812T204634,20220812T204634,2,Sfilab09,64,4-20200812204634698
Hy8hbEwjoW,4-20200812204118790,4,20200812T204118,64835,4-20200812204118790,20200812T204118,20220812T204118,2,Sfilab09,64,4-20200812204118790
Hy8hbEwjoW,4-20200812203645359,4,20200812T203645,64834,4-20200812203645358,20200812T203645,20220812T203645,2,Sfilab09,64,4-20200812203645359
Hy8hbEwjoW,4-20200812203121172,4,20200812T203121,64833,4-20200812203121172,20200812T203121,20220812T203121,2,Sfilab09,64,4-20200812203121172
Hy8hbEwjoW,4-20200812202603991,4,20200812T202603,64832,4-20200812202603991,20200812T202603,20220812T202603,2,Sfilab09,64,4-20200812202603991
Hy8hbEwjoW,4-20200812202132835,4,20200812T202132,64831,4-20200812202132834,20200812T202132,20220812T202132,2,Sfilab09,63,4-20200812202132835
Hy8hbEwjoW,4-20200812201611659,4,20200812T201611,64830,4-20200812201611658,20200812T201611,20220812T201611,2,Sfilab09,63,4-20200812201611659
Hy8hbEwjoW,4-20200812201054471,4,20200812T201054,64829,4-20200812201054470,20200812T201054,20220812T201054,2,Sfilab09,63,4-20200812201054471
Hy8hbEwjoW,4-20200812200619311,4,20200812T200619,64828,4-20200812200619311,20200812T200619,20220812T200619,2,Sfilab09,63,4-20200812200619311
Hy8hbEwjoW,4-20200812200102129,4,20200812T200102,64827,4-20200812200102129,20200812T200102,20220812T200102,2,Sfilab09,63,4-20200812200102129
Hy8hbEwjoW,4-20200812195539939,4,20200812T195539,64826,4-20200812195539939,20200812T195539,20220812T195539,2,Sfilab09,63,4-20200812195539939
Hy8hbEwjoW,4-20200812195100778,4,20200812T195100,64825,4-20200812195100778,20200812T195100,20220812T195100,2,Sfilab09,63,4-20200812195100778
Hy8hbEwjoW,4-20200812194539593,4,20200812T194539,64824,4-20200812194539593,20200812T194539,20220812T194539,2,Sfilab09,63,4-20200812194539593
Hy8hbEwjoW,4-20200812194021700,4,20200812T194021,64823,4-20200812194021700,20200812T194021,20220812T194021,2,Sfilab09,63,4-20200812194021700
Hy8hbEwjoW,4-20200812193541249,4,20200812T193541,64822,4-20200812193541249,20200812T193541,20220812T193541,2,Sfilab09,63,4-20200812193541249
Hy8hbEwjoW,4-20200812193026066,4,20200812T193026,64821,4-20200812193026066,20200812T193026,20220812T193026,2,Sfilab09,63,4-20200812193026066
Hy8hbEwjoW,4-20200812192507157,4,20200812T192507,64820,4-20200812192507157,20200812T192507,20220812T192507,2,Sfilab09,63,4-20200812192507157
Hy8hbEwjoW,4-20200812192033741,4,20200812T192033,64819,4-20200812192033740,20200812T192033,20220812T192033,2,Sfilab09,63,4-20200812192033741
Hy8hbEwjoW,4-20200812191511540,4,20200812T191511,64818,4-20200812191511540,20200812T191511,20220812T191511,2,Sfilab09,63,4-20200812191511540
Hy8hbEwjoW,4-20200812190949355,4,20200812T190949,64817,4-20200812190949355,20200812T190949,20220812T190949,2,Sfilab09,63,4-20200812190949355
Hy8hbEwjoW,4-20200812190517197,4,20200812T190517,64816,4-20200812190517197,20200812T190517,20220812T190517,2,Sfilab09,62,4-20200812190517197
Hy8hbEwjoW,4-20200812185958018,4,20200812T185958,64815,4-20200812185958018,20200812T185958,20220812T185958,2,Sfilab09,62,4-20200812185958018
Hy8hbEwjoW,4-20200812185437103,4,20200812T185437,64814,4-20200812185437103,20200812T185437,20220812T185437,2,Sfilab09,62,4-20200812185437103
Hy8hbEwjoW,4-20200812185005676,4,20200812T185005,64813,4-20200812185005676,20200812T185005,20220812T185005,2,Sfilab09,62,4-20200812185005676
Hy8hbEwjoW,4-20200812184444492,4,20200812T184444,64812,4-20200812184444491,20200812T184444,20220812T184444,2,Sfilab09,62,4-20200812184444492
Hy8hbEwjoW,4-20200812183928308,4,20200812T183928,64811,4-20200812183928308,20200812T183928,20220812T183928,2,Sfilab09,62,4-20200812183928308
Hy8hbEwjoW,4-20200812183455154,4,20200812T183455,64810,4-20200812183455154,20200812T183455,20220812T183455,2,Sfilab09,62,4-20200812183455154
Hy8hbEwjoW,4-20200812182849941,4,20200812T182849,64809,4-20200812182849941,20200812T182849,20220812T182849,2,Sfilab09,61,4-20200812182849941
Hy8hbEwjoW,4-20200812182329763,4,20200812T182329,64808,4-20200812182329762,20200812T182329,20220812T182329,2,Sfilab09,61,4-20200812182329763
Hy8hbEwjoW,4-20200812181851599,4,20200812T181851,64807,4-20200812181851598,20200812T181851,20220812T181851,2,Sfilab09,61,4-20200812181851599
Hy8hbEwjoW,4-20200812181323687,4,20200812T181323,64806,4-20200812181323686,20200812T181323,20220812T181323,2,Sfilab09,61,4-20200812181323687
Hy8hbEwjoW,4-20200812180920270,4,20200812T180920,64805,4-20200812180920270,20200812T180920,20220812T180920,2,Sfilab09,60,4-20200812180920270
Hy8hbEwjoW,4-20200812180314335,4,20200812T180314,64804,4-20200812180314335,20200812T180314,20220812T180314,2,Sfilab09,60,4-20200812180314335
Hy8hbEwjoW,4-20200812175915924,4,20200812T175915,64803,4-20200812175915924,20200812T175915,20220812T175915,2,Sfilab09,60,4-20200812175915924
Hy8hbEwjoW,4-20200812175308991,4,20200812T175308,64802,4-20200812175308991,20200812T175308,20220812T175308,2,Sfilab09,60,4-20200812175308991
Hy8hbEwjoW,4-20200812174824551,4,20200812T174824,64801,4-20200812174824551,20200812T174824,20220812T174824,2,Sfilab09,59,4-20200812174824551
Hy8hbEwjoW,4-20200812174255639,4,20200812T174255,64800,4-20200812174255639,20200812T174255,20220812T174255,2,Sfilab09,59,4-20200812174255639
Hy8hbEwjoW,4-20200812173818210,4,20200812T173818,64799,4-20200812173818209,20200812T173818,20220812T173818,2,Sfilab09,59,4-20200812173818210
Hy8hbEwjoW,4-20200812173249292,4,20200812T173249,64798,4-20200812173249292,20200812T173249,20220812T173249,2,Sfilab09,58,4-20200812173249292
Hy8hbEwjoW,4-20200812172810858,4,20200812T172810,64797,4-20200812172810858,20200812T172810,20220812T172810,2,Sfilab09,58,4-20200812172810858
Hy8hbEwjoW,4-20200812172243945,4,20200812T172243,64796,4-20200812172243945,20200812T172243,20220812T172243,2,Sfilab09,56,4-20200812172243945
Hy8hbEwjoW,4-20200812171757509,4,20200812T171757,64795,4-20200812171757509,20200812T171757,20220812T171757,2,Sfilab09,56,4-20200812171757509
Hy8hbEwjoW,4-20200812171228599,4,20200812T171228,64794,4-20200812171228599,20200812T171228,20220812T171228,2,Sfilab09,56,4-20200812171228599
Hy8hbEwjoW,4-20200812170749164,4,20200812T170749,64793,4-20200812170749164,20200812T170749,20220812T170749,2,Sfilab09,54,4-20200812170749164
Hy8hbEwjoW,4-20200812170224255,4,20200812T170224,64792,4-20200812170224253,20200812T170224,20220812T170224,2,Sfilab09,53,4-20200812170224255
Hy8hbEwjoW,4-20200812165741819,4,20200812T165741,64791,4-20200812165741819,20200812T165741,20220812T165741,2,Sfilab09,55,4-20200812165741819
Hy8hbEwjoW,4-20200812165211920,4,20200812T165211,64790,4-20200812165211920,20200812T165211,20220812T165211,2,Sfilab09,53,4-20200812165211920
Hy8hbEwjoW,4-20200812164728473,4,20200812T164728,64789,4-20200812164728473,20200812T164728,20220812T164728,2,Sfilab09,53,4-20200812164728473
Hy8hbEwjoW,4-20200812164206567,4,20200812T164206,64788,4-20200812164206567,20200812T164206,20220812T164206,2,Sfilab09,52,4-20200812164206567
Hy8hbEwjoW,4-20200812163727132,4,20200812T163727,64787,4-20200812163727132,20200812T163727,20220812T163727,2,Sfilab09,52,4-20200812163727132
Hy8hbEwjoW,4-20200812163120926,4,20200812T163120,64786,4-20200812163120925,20200812T163120,20220812T163120,2,Sfilab09,51,4-20200812163120926
Hy8hbEwjoW,4-20200812162605751,4,20200812T162605,64785,4-20200812162605751,20200812T162605,20220812T162605,2,Sfilab09,52,4-20200812162605751
Hy8hbEwjoW,4-20200812162210613,4,20200812T162210,64784,4-20200812162210613,20200812T162210,20220812T162210,2,Sfilab09,51,4-20200812162210613
Hy8hbEwjoW,4-20200812161648433,4,20200812T161648,64783,4-20200812161648433,20200812T161648,20220812T161648,2,Sfilab09,52,4-20200812161648433
Hy8hbEwjoW,4-20200812161129527,4,20200812T161129,64782,4-20200812161129526,20200812T161129,20220812T161129,2,Sfilab09,55,4-20200812161129527
Hy8hbEwjoW,4-20200812160649093,4,20200812T160649,64781,4-20200812160649092,20200812T160649,20220812T160649,2,Sfilab09,55,4-20200812160649093
Hy8hbEwjoW,4-20200812160130913,4,20200812T160130,64780,4-20200812160130913,20200812T160130,20220812T160130,2,Sfilab09,52,4-20200812160130913
Hy8hbEwjoW,4-20200812155529706,4,20200812T155529,64779,4-20200812155529706,20200812T155529,20220812T155529,2,Sfilab09,54,4-20200812155529706
Hy8hbEwjoW,4-20200812155044549,4,20200812T155044,64778,4-20200812155044549,20200812T155044,20220812T155044,2,Sfilab09,54,4-20200812155044549
Hy8hbEwjoW,4-20200812154520364,4,20200812T154520,64777,4-20200812154520363,20200812T154520,20220812T154520,2,Sfilab09,55,4-20200812154520364
Hy8hbEwjoW,4-20200812154003180,4,20200812T154003,64776,4-20200812154003177,20200812T154003,20220812T154003,2,Sfilab09,54,4-20200812154003180
Hy8hbEwjoW,4-20200812153524290,4,20200812T153524,64775,4-20200812153524290,20200812T153524,20220812T153524,2,Sfilab09,54,4-20200812153524290
Hy8hbEwjoW,4-20200812152959838,4,20200812T152959,64774,4-20200812152959838,20200812T152959,20220812T152959,2,Sfilab09,54,4-20200812152959838
Hy8hbEwjoW,4-20200812152514675,4,20200812T152514,64773,4-20200812152514675,20200812T152514,20220812T152514,2,Sfilab09,54,4-20200812152514675
Hy8hbEwjoW,4-20200812151949487,4,20200812T151949,64772,4-20200812151949487,20200812T151949,20220812T151949,2,Sfilab09,54,4-20200812151949487
Hy8hbEwjoW,4-20200812151503328,4,20200812T151503,64771,4-20200812151503328,20200812T151503,20220812T151503,2,Sfilab09,53,4-20200812151503328
Hy8hbEwjoW,4-20200812151028439,4,20200812T151028,64770,4-20200812151028439,20200812T151028,20220812T151028,2,Sfilab09,54,4-20200812151028439
Hy8hbEwjoW,4-20200812150538007,4,20200812T150538,64769,4-20200812150538007,20200812T150538,20220812T150538,2,Sfilab09,54,4-20200812150538007
Hy8hbEwjoW,4-20200812150015094,4,20200812T150015,64768,4-20200812150015093,20200812T150015,20220812T150015,2,Sfilab09,54,4-20200812150015094
Hy8hbEwjoW,4-20200812145526661,4,20200812T145526,64767,4-20200812145526661,20200812T145526,20220812T145526,2,Sfilab09,54,4-20200812145526661
Hy8hbEwjoW,4-20200812145009748,4,20200812T145009,64766,4-20200812145009748,20200812T145009,20220812T145009,2,Sfilab09,54,4-20200812145009748
Hy8hbEwjoW,4-20200812144515315,4,20200812T144515,64765,4-20200812144515315,20200812T144515,20220812T144515,2,Sfilab09,54,4-20200812144515315
Hy8hbEwjoW,4-20200812143943391,4,20200812T143943,64764,4-20200812143943391,20200812T143943,20220812T143943,2,Sfilab09,54,4-20200812143943391
Hy8hbEwjoW,4-20200812143456224,4,20200812T143456,64763,4-20200812143456224,20200812T143456,20220812T143456,2,Sfilab09,55,4-20200812143456224
Hy8hbEwjoW,4-20200812142955051,4,20200812T142955,64762,4-20200812142955051,20200812T142955,20220812T142955,2,Sfilab09,55,4-20200812142955051
Hy8hbEwjoW,4-20200812142458613,4,20200812T142458,64761,4-20200812142458613,20200812T142458,20220812T142458,2,Sfilab09,55,4-20200812142458613
Hy8hbEwjoW,4-20200812141939700,4,20200812T141939,64760,4-20200812141939700,20200812T141939,20220812T141939,2,Sfilab09,55,4-20200812141939700
Hy8hbEwjoW,4-20200812141449263,4,20200812T141449,64759,4-20200812141449263,20200812T141449,20220812T141449,2,Sfilab09,55,4-20200812141449263
Hy8hbEwjoW,4-20200812140929350,4,20200812T140929,64758,4-20200812140929349,20200812T140929,20220812T140929,2,Sfilab09,55,4-20200812140929350
Hy8hbEwjoW,4-20200812140426177,4,20200812T140426,64757,4-20200812140426177,20200812T140426,20220812T140426,2,Sfilab09,55,4-20200812140426177
Hy8hbEwjoW,4-20200812135920000,4,20200812T135919,64756,4-20200812135919999,20200812T135919,20220812T135919,2,Sfilab09,55,4-20200812135920000
Hy8hbEwjoW,4-20200812135425561,4,20200812T135425,64755,4-20200812135425561,20200812T135425,20220812T135425,2,Sfilab09,55,4-20200812135425561
Hy8hbEwjoW,4-20200812134908650,4,20200812T134908,64754,4-20200812134908649,20200812T134908,20220812T134908,2,Sfilab09,55,4-20200812134908650
Hy8hbEwjoW,4-20200812134419216,4,20200812T134419,64753,4-20200812134419215,20200812T134419,20220812T134419,2,Sfilab09,55,4-20200812134419216
Hy8hbEwjoW,4-20200812133901036,4,20200812T133901,64752,4-20200812133901036,20200812T133901,20220812T133901,2,Sfilab09,55,4-20200812133901036
Hy8hbEwjoW,4-20200812133414868,4,20200812T133414,64751,4-20200812133414868,20200812T133414,20220812T133414,2,Sfilab09,55,4-20200812133414868
Hy8hbEwjoW,4-20200812132856955,4,20200812T132856,64750,4-20200812132856955,20200812T132856,20220812T132856,2,Sfilab09,55,4-20200812132856955
Hy8hbEwjoW,4-20200812132409523,4,20200812T132409,64749,4-20200812132409523,20200812T132409,20220812T132409,2,Sfilab09,55,4-20200812132409523
Hy8hbEwjoW,4-20200812131848340,4,20200812T131848,64748,4-20200812131848340,20200812T131848,20220812T131848,2,Sfilab09,55,4-20200812131848340
Hy8hbEwjoW,4-20200812131328432,4,20200812T131328,64747,4-20200812131328432,20200812T131328,20220812T131328,2,Sfilab09,55,4-20200812131328432
Hy8hbEwjoW,4-20200812130846997,4,20200812T130846,64746,4-20200812130846997,20200812T130846,20220812T130846,2,Sfilab09,55,4-20200812130846997
Hy8hbEwjoW,4-20200812130325083,4,20200812T130325,64745,4-20200812130325083,20200812T130325,20220812T130325,2,Sfilab09,55,4-20200812130325083
Hy8hbEwjoW,4-20200812125919672,4,20200812T125919,64744,4-20200812125919671,20200812T125919,20220812T125919,2,Sfilab09,55,4-20200812125919672
Hy8hbEwjoW,4-20200812125358757,4,20200812T125358,64743,4-20200812125358756,20200812T125358,20220812T125358,2,Sfilab09,54,4-20200812125358757
Hy8hbEwjoW,4-20200812124826309,4,20200812T124826,64742,4-20200812124826309,20200812T124826,20220812T124826,2,Sfilab09,55,4-20200812124826309
Hy8hbEwjoW,4-20200812124307387,4,20200812T124307,64741,4-20200812124307387,20200812T124307,20220812T124307,2,Sfilab09,55,4-20200812124307387
Hy8hbEwjoW,4-20200812123815221,4,20200812T123815,64740,4-20200812123815220,20200812T123815,20220812T123815,2,Sfilab09,55,4-20200812123815221
Hy8hbEwjoW,4-20200812123313779,4,20200812T123313,64739,4-20200812123313777,20200812T123313,20220812T123313,2,Sfilab09,55,4-20200812123313779
Hy8hbEwjoW,4-20200812122756865,4,20200812T122756,64738,4-20200812122756865,20200812T122756,20220812T122756,2,Sfilab09,55,4-20200812122756865
Hy8hbEwjoW,4-20200812122312432,4,20200812T122312,64737,4-20200812122312432,20200812T122312,20220812T122312,2,Sfilab09,53,4-20200812122312432
Hy8hbEwjoW,4-20200812121748252,4,20200812T121748,64736,4-20200812121748252,20200812T121748,20220812T121748,2,Sfilab09,54,4-20200812121748252
Hy8hbEwjoW,4-20200812121258081,4,20200812T121258,64735,4-20200812121258081,20200812T121258,20220812T121258,2,Sfilab09,53,4-20200812121258081
Hy8hbEwjoW,4-20200812120817191,4,20200812T120817,64734,4-20200812120817190,20200812T120817,20220812T120817,2,Sfilab09,55,4-20200812120817191
Hy8hbEwjoW,4-20200812120336775,4,20200812T120336,64733,4-20200812120336774,20200812T120336,20220812T120336,2,Sfilab09,54,4-20200812120336775
Hy8hbEwjoW,4-20200812115813846,4,20200812T115813,64732,4-20200812115813846,20200812T115813,20220812T115813,2,Sfilab09,54,4-20200812115813846
Hy8hbEwjoW,4-20200812115324413,4,20200812T115324,64731,4-20200812115324412,20200812T115324,20220812T115324,2,Sfilab09,53,4-20200812115324413
Hy8hbEwjoW,4-20200812114805247,4,20200812T114805,64730,4-20200812114805246,20200812T114805,20220812T114805,2,Sfilab09,53,4-20200812114805247
Hy8hbEwjoW,4-20200812114321070,4,20200812T114321,64729,4-20200812114321070,20200812T114321,20220812T114321,2,Sfilab09,54,4-20200812114321070
Hy8hbEwjoW,4-20200812113757154,4,20200812T113757,64728,4-20200812113757154,20200812T113757,20220812T113757,2,Sfilab09,52,4-20200812113757154
Hy8hbEwjoW,4-20200812113311723,4,20200812T113311,64727,4-20200812113311723,20200812T113311,20220812T113311,2,Sfilab09,53,4-20200812113311723
Hy8hbEwjoW,4-20200812112748811,4,20200812T112748,64726,4-20200812112748810,20200812T112748,20220812T112748,2,Sfilab09,52,4-20200812112748811
Hy8hbEwjoW,4-20200812112213348,4,20200812T112213,64725,4-20200812112213348,20200812T112213,20220812T112213,2,Sfilab09,50,4-20200812112213348
Hy8hbEwjoW,4-20200812111650433,4,20200812T111650,64724,4-20200812111650433,20200812T111650,20220812T111650,2,Sfilab09,50,4-20200812111650433
Hy8hbEwjoW,4-20200812111157264,4,20200812T111157,64723,4-20200812111157264,20200812T111157,20220812T111157,2,Sfilab09,51,4-20200812111157264
Hy8hbEwjoW,4-20200812110640085,4,20200812T110640,64722,4-20200812110640084,20200812T110640,20220812T110640,2,Sfilab09,50,4-20200812110640085
Hy8hbEwjoW,4-20200812110149666,4,20200812T110149,64721,4-20200812110149666,20200812T110149,20220812T110149,2,Sfilab09,49,4-20200812110149666
Hy8hbEwjoW,4-20200812105623737,4,20200812T105623,64720,4-20200812105623737,20200812T105623,20220812T105623,2,Sfilab09,49,4-20200812105623737
Hy8hbEwjoW,4-20200812105207584,4,20200812T105207,64719,4-20200812105207584,20200812T105207,20220812T105207,2,Sfilab09,49,4-20200812105207584
Hy8hbEwjoW,4-20200812104722421,4,20200812T104722,64718,4-20200812104722421,20200812T104722,20220812T104722,2,Sfilab09,50,4-20200812104722421
Hy8hbEwjoW,4-20200812104217246,4,20200812T104217,64717,4-20200812104217246,20200812T104217,20220812T104217,2,Sfilab09,49,4-20200812104217246
Hy8hbEwjoW,4-20200812103715532,4,20200812T103715,64716,4-20200812103715532,20200812T103715,20220812T103715,2,Sfilab09,49,4-20200812103715532
Hy8hbEwjoW,4-20200812103211626,4,20200812T103211,64715,4-20200812103211626,20200812T103211,20220812T103211,2,Sfilab09,49,4-20200812103211626
Hy8hbEwjoW,4-20200812102649171,4,20200812T102649,64714,4-20200812102649171,20200812T102649,20220812T102649,2,Sfilab09,49,4-20200812102649171
Hy8hbEwjoW,4-20200812102159278,4,20200812T102159,64713,4-20200812102159278,20200812T102159,20220812T102159,2,Sfilab09,49,4-20200812102159278
Hy8hbEwjoW,4-20200812101635819,4,20200812T101635,64712,4-20200812101635819,20200812T101635,20220812T101635,2,Sfilab09,49,4-20200812101635819
Hy8hbEwjoW,4-20200812101149930,4,20200812T101149,64711,4-20200812101149929,20200812T101149,20220812T101149,2,Sfilab09,50,4-20200812101149930
Hy8hbEwjoW,4-20200812100630474,4,20200812T100630,64710,4-20200812100630474,20200812T100630,20220812T100630,2,Sfilab09,50,4-20200812100630474
Hy8hbEwjoW,4-20200812100149599,4,20200812T100149,64709,4-20200812100149599,20200812T100149,20220812T100149,2,Sfilab09,50,4-20200812100149599
Hy8hbEwjoW,4-20200812095626127,4,20200812T095626,64708,4-20200812095626127,20200812T095626,20220812T095626,2,Sfilab09,51,4-20200812095626127
Hy8hbEwjoW,4-20200812095140241,4,20200812T095140,64707,4-20200812095140241,20200812T095140,20220812T095140,2,Sfilab09,51,4-20200812095140241
Hy8hbEwjoW,4-20200812094613792,4,20200812T094613,64706,4-20200812094613792,20200812T094613,20220812T094613,2,Sfilab09,52,4-20200812094613792
Hy8hbEwjoW,4-20200812094122615,4,20200812T094122,64705,4-20200812094122615,20200812T094122,20220812T094122,2,Sfilab09,52,4-20200812094122615
Hy8hbEwjoW,4-20200812093634721,4,20200812T093634,64704,4-20200812093634721,20200812T093634,20220812T093634,2,Sfilab09,52,4-20200812093634721
Hy8hbEwjoW,4-20200812093110264,4,20200812T093110,64703,4-20200812093110264,20200812T093110,20220812T093110,2,Sfilab09,50,4-20200812093110264
Hy8hbEwjoW,4-20200812092628374,4,20200812T092628,64702,4-20200812092628374,20200812T092628,20220812T092628,2,Sfilab09,49,4-20200812092628374
Hy8hbEwjoW,4-20200812092059190,4,20200812T092059,64701,4-20200812092059190,20200812T092059,20220812T092059,2,Sfilab09,48,4-20200812092059190
Hy8hbEwjoW,4-20200812091620028,4,20200812T091620,64700,4-20200812091620027,20200812T091620,20220812T091620,2,Sfilab09,49,4-20200812091620028
Hy8hbEwjoW,4-20200812091050577,4,20200812T091050,64699,4-20200812091050571,20200812T091050,20220812T091050,2,Sfilab09,49,4-20200812091050577
Hy8hbEwjoW,4-20200812090617694,4,20200812T090617,64698,4-20200812090617694,20200812T090617,20220812T090617,2,Sfilab09,49,4-20200812090617694
Hy8hbEwjoW,4-20200812090055496,4,20200812T090055,64697,4-20200812090055496,20200812T090055,20220812T090055,2,Sfilab09,49,4-20200812090055496
Hy8hbEwjoW,4-20200812085540047,4,20200812T085540,64696,4-20200812085540047,20200812T085540,20220812T085540,2,Sfilab09,49,4-20200812085540047
Hy8hbEwjoW,4-20200812085055164,4,20200812T085055,64695,4-20200812085055164,20200812T085055,20220812T085055,2,Sfilab09,49,4-20200812085055164
Hy8hbEwjoW,4-20200812084526693,4,20200812T084526,64694,4-20200812084526693,20200812T084526,20220812T084526,2,Sfilab09,49,4-20200812084526693
Hy8hbEwjoW,4-20200812084040803,4,20200812T084040,64693,4-20200812084040803,20200812T084040,20220812T084040,2,Sfilab09,49,4-20200812084040803
Hy8hbEwjoW,4-20200812083516343,4,20200812T083516,64692,4-20200812083516343,20200812T083516,20220812T083516,2,Sfilab09,48,4-20200812083516343
Hy8hbEwjoW,4-20200812083033454,4,20200812T083033,64691,4-20200812083033454,20200812T083033,20220812T083033,2,Sfilab09,49,4-20200812083033454
Hy8hbEwjoW,4-20200812082505994,4,20200812T082505,64690,4-20200812082505994,20200812T082505,20220812T082505,2,Sfilab09,48,4-20200812082505994
Hy8hbEwjoW,4-20200812082026104,4,20200812T082026,64689,4-20200812082026104,20200812T082026,20220812T082026,2,Sfilab09,50,4-20200812082026104
Hy8hbEwjoW,4-20200812081501648,4,20200812T081501,64688,4-20200812081501647,20200812T081501,20220812T081501,2,Sfilab09,52,4-20200812081501648
