pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
HyU3fNwijW,4-20200812213101548,4,20200812T213101,158363,4-20200812213101548,20200812T213101,20220812T213101,1,Sfilab05,0,4-20200812213101548
HyU3fNwijW,4-20200812212554845,4,20200812T212554,158362,4-20200812212554845,20200812T212554,20220812T212554,5,Sfilab05,84117,4-20200812212554845
HyU3fNwijW,4-20200812212052834,4,20200812T212052,158361,4-20200812212052834,20200812T212052,20220812T212052,5,Sfilab05,83473,4-20200812212052834
HyU3fNwijW,4-20200812211550635,4,20200812T211550,158360,4-20200812211550634,20200812T211550,20220812T211550,1,Sfilab05,0,4-20200812211550635
HyU3fNwijW,4-20200812211044320,4,20200812T211044,158359,4-20200812211044320,20200812T211044,20220812T211044,5,Sfilab05,83982,4-20200812211044320
HyU3fNwijW,4-20200812210539704,4,20200812T210539,158358,4-20200812210539703,20200812T210539,20220812T210539,1,Sfilab05,0,4-20200812210539704
HyU3fNwijW,4-20200812210037739,4,20200812T210037,158357,4-20200812210037738,20200812T210037,20220812T210037,1,Sfilab05,0,4-20200812210037739
HyU3fNwijW,4-20200812205533772,4,20200812T205533,158356,4-20200812205533772,20200812T205533,20220812T205533,5,Sfilab05,84413,4-20200812205533772
HyU3fNwijW,4-20200812205027808,4,20200812T205027,158355,4-20200812205027808,20200812T205027,20220812T205027,6,Sfilab05,245888,4-20200812205027808
HyU3fNwijW,4-20200812204526759,4,20200812T204526,158354,4-20200812204526759,20200812T204526,20220812T204526,1,Sfilab05,0,4-20200812204526759
HyU3fNwijW,4-20200812204020875,4,20200812T204020,158353,4-20200812204020875,20200812T204020,20220812T204020,5,Sfilab05,83659,4-20200812204020875
HyU3fNwijW,4-20200812203513909,4,20200812T203513,158352,4-20200812203513909,20200812T203513,20220812T203513,5,Sfilab05,83407,4-20200812203513909
HyU3fNwijW,4-20200812203012942,4,20200812T203012,158351,4-20200812203012941,20200812T203012,20220812T203012,5,Sfilab05,84026,4-20200812203012942
HyU3fNwijW,4-20200812202507718,4,20200812T202507,158350,4-20200812202507717,20200812T202507,20220812T202507,1,Sfilab05,0,4-20200812202507718
HyU3fNwijW,4-20200812202007013,4,20200812T202007,158349,4-20200812202007013,20200812T202007,20220812T202007,5,Sfilab05,83929,4-20200812202007013
HyU3fNwijW,4-20200812201507042,4,20200812T201507,158348,4-20200812201507042,20200812T201507,20220812T201507,1,Sfilab05,0,4-20200812201507042
HyU3fNwijW,4-20200812201004685,4,20200812T201004,158347,4-20200812201004685,20200812T201004,20220812T201004,5,Sfilab05,83552,4-20200812201004685
HyU3fNwijW,4-20200812200503681,4,20200812T200503,158346,4-20200812200503680,20200812T200503,20220812T200503,6,Sfilab05,219099,4-20200812200503681
HyU3fNwijW,4-20200812195954146,4,20200812T195954,158345,4-20200812195954146,20200812T195954,20220812T195954,1,Sfilab05,0,4-20200812195954146
