pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
HyfWfVwji-,4-20200812221809316,4,20200812T221809,65607,4-20200812221809316,20200812T221809,20220812T221809,4,Sfilab01,8.66,4-20200812221809316
HyfWfVwji-,4-20200812221308140,4,20200812T221308,65606,4-20200812221308140,20200812T221308,20220812T221308,4,Sfilab01,8.19,4-20200812221308140
HyfWfVwji-,4-20200812220805964,4,20200812T220805,65605,4-20200812220805963,20200812T220805,20220812T220805,4,Sfilab01,7.83,4-20200812220805964
HyfWfVwji-,4-20200812220302786,4,20200812T220302,65604,4-20200812220302786,20200812T220302,20220812T220302,4,Sfilab01,8.56,4-20200812220302786
HyfWfVwji-,4-20200812215801609,4,20200812T215801,65603,4-20200812215801609,20200812T215801,20220812T215801,5,Sfilab01,12.13,4-20200812215801609
HyfWfVwji-,4-20200812215255038,4,20200812T215255,65602,4-20200812215255038,20200812T215255,20220812T215255,5,Sfilab01,13.43,4-20200812215255038
HyfWfVwji-,4-20200812214745249,4,20200812T214745,65601,4-20200812214745248,20200812T214745,20220812T214745,5,Sfilab01,13.89,4-20200812214745249
HyfWfVwji-,4-20200812214237017,4,20200812T214237,65600,4-20200812214237017,20200812T214237,20220812T214237,5,Sfilab01,16.25,4-20200812214237017
HyfWfVwji-,4-20200812213734487,4,20200812T213734,65599,4-20200812213734487,20200812T213734,20220812T213734,5,Sfilab01,12.55,4-20200812213734487
HyfWfVwji-,4-20200812213229713,4,20200812T213229,65598,4-20200812213229713,20200812T213229,20220812T213229,4,Sfilab01,9.47,4-20200812213229713
HyfWfVwji-,4-20200812212727541,4,20200812T212727,65597,4-20200812212727540,20200812T212727,20220812T212727,4,Sfilab01,5.46,4-20200812212727541
HyfWfVwji-,4-20200812212222357,4,20200812T212222,65596,4-20200812212222357,20200812T212222,20220812T212222,4,Sfilab01,3.52,4-20200812212222357
HyfWfVwji-,4-20200812211720195,4,20200812T211720,65595,4-20200812211720195,20200812T211720,20220812T211720,4,Sfilab01,2.75,4-20200812211720195
HyfWfVwji-,4-20200812211213936,4,20200812T211213,65594,4-20200812211213936,20200812T211213,20220812T211213,4,Sfilab01,2.12,4-20200812211213936
HyfWfVwji-,4-20200812210711425,4,20200812T210711,65593,4-20200812210711425,20200812T210711,20220812T210711,4,Sfilab01,1.92,4-20200812210711425
HyfWfVwji-,4-20200812210206643,4,20200812T210206,65592,4-20200812210206643,20200812T210206,20220812T210206,4,Sfilab01,1.64,4-20200812210206643
HyfWfVwji-,4-20200812205702464,4,20200812T205702,65591,4-20200812205702464,20200812T205702,20220812T205702,4,Sfilab01,1.62,4-20200812205702464
HyfWfVwji-,4-20200812205159286,4,20200812T205159,65590,4-20200812205159285,20200812T205159,20220812T205159,4,Sfilab01,1.25,4-20200812205159286
HyfWfVwji-,4-20200812204652885,4,20200812T204652,65589,4-20200812204652885,20200812T204652,20220812T204652,4,Sfilab01,1.07,4-20200812204652885
HyfWfVwji-,4-20200812204144927,4,20200812T204144,65588,4-20200812204144927,20200812T204144,20220812T204144,4,Sfilab01,1.08,4-20200812204144927
HyfWfVwji-,4-20200812203643750,4,20200812T203643,65587,4-20200812203643750,20200812T203643,20220812T203643,4,Sfilab01,1.08,4-20200812203643750
HyfWfVwji-,4-20200812203139581,4,20200812T203139,65586,4-20200812203139580,20200812T203139,20220812T203139,4,Sfilab01,1.09,4-20200812203139581
HyfWfVwji-,4-20200812202637343,4,20200812T202637,65585,4-20200812202637343,20200812T202637,20220812T202637,4,Sfilab01,1.09,4-20200812202637343
HyfWfVwji-,4-20200812202127833,4,20200812T202127,65584,4-20200812202127833,20200812T202127,20220812T202127,4,Sfilab01,1.09,4-20200812202127833
HyfWfVwji-,4-20200812201627037,4,20200812T201627,65583,4-20200812201627037,20200812T201627,20220812T201627,4,Sfilab01,1.08,4-20200812201627037
HyfWfVwji-,4-20200812201124859,4,20200812T201124,65582,4-20200812201124859,20200812T201124,20220812T201124,4,Sfilab01,1.08,4-20200812201124859
HyfWfVwji-,4-20200812200616678,4,20200812T200616,65581,4-20200812200616677,20200812T200616,20220812T200616,4,Sfilab01,1.07,4-20200812200616678
HyfWfVwji-,4-20200812200110293,4,20200812T200110,65580,4-20200812200110292,20200812T200110,20220812T200110,4,Sfilab01,1.08,4-20200812200110293
