pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
HkL-mEDjo-,4-20200812225304195,4,20200812T225304,223425,4-20200812225304195,20200812T225304,20220812T225304,7,Sfilab13,2403439,4-20200812225304195
HkL-mEDjo-,4-20200812224731747,4,20200812T224731,223424,4-20200812224731747,20200812T224731,20220812T224731,7,Sfilab13,2499144,4-20200812224731747
HkL-mEDjo-,4-20200812224252173,4,20200812T224252,223423,4-20200812224252173,20200812T224252,20220812T224252,7,Sfilab13,2620311,4-20200812224252173
HkL-mEDjo-,4-20200812223719393,4,20200812T223719,223422,4-20200812223719393,20200812T223719,20220812T223719,7,Sfilab13,2462743,4-20200812223719393
HkL-mEDjo-,4-20200812223239555,4,20200812T223239,223421,4-20200812223239555,20200812T223239,20220812T223239,7,Sfilab13,3149297,4-20200812223239555
HkL-mEDjo-,4-20200812222710640,4,20200812T222710,223420,4-20200812222710640,20200812T222710,20220812T222710,7,Sfilab13,2098736,4-20200812222710640
HkL-mEDjo-,4-20200812222231202,4,20200812T222231,223419,4-20200812222231202,20200812T222231,20220812T222231,7,Sfilab13,2220389,4-20200812222231202
HkL-mEDjo-,4-20200812221659619,4,20200812T221659,223418,4-20200812221659619,20200812T221659,20220812T221659,7,Sfilab13,2941281,4-20200812221659619
HkL-mEDjo-,4-20200812221225851,4,20200812T221225,223417,4-20200812221225851,20200812T221225,20220812T221225,7,Sfilab13,2102275,4-20200812221225851
HkL-mEDjo-,4-20200812220656558,4,20200812T220656,223416,4-20200812220656557,20200812T220656,20220812T220656,7,Sfilab13,2706744,4-20200812220656558
HkL-mEDjo-,4-20200812220222048,4,20200812T220222,223415,4-20200812220222048,20200812T220222,20220812T220222,7,Sfilab13,2593167,4-20200812220222048
HkL-mEDjo-,4-20200812215647311,4,20200812T215647,223414,4-20200812215647311,20200812T215647,20220812T215647,7,Sfilab13,2750874,4-20200812215647311
HkL-mEDjo-,4-20200812215213154,4,20200812T215213,223413,4-20200812215213153,20200812T215213,20220812T215213,7,Sfilab13,2435492,4-20200812215213154
HkL-mEDjo-,4-20200812214656516,4,20200812T214656,223412,4-20200812214656516,20200812T214656,20220812T214656,7,Sfilab13,2521315,4-20200812214656516
HkL-mEDjo-,4-20200812214134503,4,20200812T214134,223411,4-20200812214134503,20200812T214134,20220812T214134,7,Sfilab13,2674333,4-20200812214134503
HkL-mEDjo-,4-20200812213700864,4,20200812T213700,223410,4-20200812213700863,20200812T213700,20220812T213700,7,Sfilab13,2253289,4-20200812213700864
HkL-mEDjo-,4-20200812213054093,4,20200812T213054,223409,4-20200812213054092,20200812T213054,20220812T213054,7,Sfilab13,1978182,4-20200812213054093
HkL-mEDjo-,4-20200812212532840,4,20200812T212532,223408,4-20200812212532839,20200812T212532,20220812T212532,7,Sfilab13,2441517,4-20200812212532840
HkL-mEDjo-,4-20200812212059330,4,20200812T212059,223407,4-20200812212059330,20200812T212059,20220812T212059,7,Sfilab13,2501521,4-20200812212059330
HkL-mEDjo-,4-20200812211505867,4,20200812T211505,223406,4-20200812211505866,20200812T211505,20220812T211505,7,Sfilab13,2592446,4-20200812211505867
HkL-mEDjo-,4-20200812210957307,4,20200812T210957,223405,4-20200812210957307,20200812T210957,20220812T210957,7,Sfilab13,2222848,4-20200812210957307
HkL-mEDjo-,4-20200812210452515,4,20200812T210452,223404,4-20200812210452515,20200812T210452,20220812T210452,7,Sfilab13,1689247,4-20200812210452515
HkL-mEDjo-,4-20200812210022036,4,20200812T210022,223403,4-20200812210022036,20200812T210022,20220812T210022,7,Sfilab13,2010802,4-20200812210022036
HkL-mEDjo-,4-20200812205444167,4,20200812T205444,223402,4-20200812205444167,20200812T205444,20220812T205444,7,Sfilab13,1670215,4-20200812205444167
HkL-mEDjo-,4-20200812204937990,4,20200812T204937,223401,4-20200812204937989,20200812T204937,20220812T204937,7,Sfilab13,2331653,4-20200812204937990
HkL-mEDjo-,4-20200812204450498,4,20200812T204450,223400,4-20200812204450497,20200812T204450,20220812T204450,7,Sfilab13,1939120,4-20200812204450498
HkL-mEDjo-,4-20200812204017343,4,20200812T204017,223399,4-20200812204017343,20200812T204017,20220812T204017,7,Sfilab13,1918355,4-20200812204017343
HkL-mEDjo-,4-20200812203443148,4,20200812T203443,223398,4-20200812203443148,20200812T203443,20220812T203443,7,Sfilab13,2353029,4-20200812203443148
