pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
HkMSM4wsjZ,4-20200812172956381,4,20200812T172956,69690,4-20200812172956381,20200812T172956,20220812T172956,4,Sfilab08,7.65,4-20200812172956381
HkMSM4wsjZ,4-20200812172455205,4,20200812T172455,69689,4-20200812172455205,20200812T172455,20220812T172455,4,Sfilab08,7.65,4-20200812172455205
HkMSM4wsjZ,4-20200812171954028,4,20200812T171954,69688,4-20200812171954028,20200812T171954,20220812T171954,4,Sfilab08,7.57,4-20200812171954028
HkMSM4wsjZ,4-20200812171451864,4,20200812T171451,69687,4-20200812171451864,20200812T171451,20220812T171451,4,Sfilab08,7.65,4-20200812171451864
HkMSM4wsjZ,4-20200812170949672,4,20200812T170949,69686,4-20200812170949671,20200812T170949,20220812T170949,4,Sfilab08,7.65,4-20200812170949672
HkMSM4wsjZ,4-20200812170447495,4,20200812T170447,69685,4-20200812170447494,20200812T170447,20220812T170447,4,Sfilab08,7.65,4-20200812170447495
HkMSM4wsjZ,4-20200812170027615,4,20200812T170027,69684,4-20200812170027614,20200812T170027,20220812T170027,4,Sfilab08,7.74,4-20200812170027615
HkMSM4wsjZ,4-20200812165435132,4,20200812T165435,69683,4-20200812165435132,20200812T165435,20220812T165435,4,Sfilab08,7.65,4-20200812165435132
HkMSM4wsjZ,4-20200812164933967,4,20200812T164933,69682,4-20200812164933966,20200812T164933,20220812T164933,4,Sfilab08,7.83,4-20200812164933967
HkMSM4wsjZ,4-20200812164427774,4,20200812T164427,69681,4-20200812164427774,20200812T164427,20220812T164427,4,Sfilab08,7.83,4-20200812164427774
HkMSM4wsjZ,4-20200812163920593,4,20200812T163920,69680,4-20200812163920593,20200812T163920,20220812T163920,4,Sfilab08,7.83,4-20200812163920593
HkMSM4wsjZ,4-20200812163413413,4,20200812T163413,69679,4-20200812163413413,20200812T163413,20220812T163413,4,Sfilab08,7.74,4-20200812163413413
HkMSM4wsjZ,4-20200812162907238,4,20200812T162907,69678,4-20200812162907237,20200812T162907,20220812T162907,4,Sfilab08,7.74,4-20200812162907238
HkMSM4wsjZ,4-20200812162359050,4,20200812T162359,69677,4-20200812162359049,20200812T162359,20220812T162359,4,Sfilab08,7.83,4-20200812162359050
HkMSM4wsjZ,4-20200812161855873,4,20200812T161855,69676,4-20200812161855873,20200812T161855,20220812T161855,4,Sfilab08,7.74,4-20200812161855873
HkMSM4wsjZ,4-20200812161352696,4,20200812T161352,69675,4-20200812161352696,20200812T161352,20220812T161352,4,Sfilab08,7.83,4-20200812161352696
HkMSM4wsjZ,4-20200812160851517,4,20200812T160851,69674,4-20200812160851516,20200812T160851,20220812T160851,4,Sfilab08,7.74,4-20200812160851517
HkMSM4wsjZ,4-20200812160349339,4,20200812T160349,69673,4-20200812160349338,20200812T160349,20220812T160349,4,Sfilab08,7.74,4-20200812160349339
HkMSM4wsjZ,4-20200812155845160,4,20200812T155845,69672,4-20200812155845160,20200812T155845,20220812T155845,4,Sfilab08,7.74,4-20200812155845160
HkMSM4wsjZ,4-20200812155340980,4,20200812T155340,69671,4-20200812155340980,20200812T155340,20220812T155340,4,Sfilab08,7.74,4-20200812155340980
HkMSM4wsjZ,4-20200812154831800,4,20200812T154831,69670,4-20200812154831799,20200812T154831,20220812T154831,4,Sfilab08,7.83,4-20200812154831800
HkMSM4wsjZ,4-20200812154322617,4,20200812T154322,69669,4-20200812154322617,20200812T154322,20220812T154322,4,Sfilab08,7.74,4-20200812154322617
HkMSM4wsjZ,4-20200812153817446,4,20200812T153817,69668,4-20200812153817446,20200812T153817,20220812T153817,4,Sfilab08,7.83,4-20200812153817446
HkMSM4wsjZ,4-20200812153309257,4,20200812T153309,69667,4-20200812153309257,20200812T153309,20220812T153309,4,Sfilab08,7.83,4-20200812153309257
HkMSM4wsjZ,4-20200812152806353,4,20200812T152806,69666,4-20200812152806353,20200812T152806,20220812T152806,4,Sfilab08,7.74,4-20200812152806353
HkMSM4wsjZ,4-20200812152300898,4,20200812T152300,69665,4-20200812152300897,20200812T152300,20220812T152300,4,Sfilab08,7.74,4-20200812152300898
HkMSM4wsjZ,4-20200812151757994,4,20200812T151757,69664,4-20200812151757994,20200812T151757,20220812T151757,4,Sfilab08,7.74,4-20200812151757994
HkMSM4wsjZ,4-20200812151255545,4,20200812T151255,69663,4-20200812151255545,20200812T151255,20220812T151255,4,Sfilab08,7.74,4-20200812151255545
HkMSM4wsjZ,4-20200812150750652,4,20200812T150750,69662,4-20200812150750652,20200812T150750,20220812T150750,4,Sfilab08,7.83,4-20200812150750652
HkMSM4wsjZ,4-20200812150248188,4,20200812T150248,69661,4-20200812150248188,20200812T150248,20220812T150248,4,Sfilab08,7.74,4-20200812150248188
HkMSM4wsjZ,4-20200812145745286,4,20200812T145745,69660,4-20200812145745286,20200812T145745,20220812T145745,4,Sfilab08,7.74,4-20200812145745286
HkMSM4wsjZ,4-20200812145236832,4,20200812T145236,69659,4-20200812145236832,20200812T145236,20220812T145236,4,Sfilab08,7.74,4-20200812145236832
HkMSM4wsjZ,4-20200812144735592,4,20200812T144735,69658,4-20200812144735592,20200812T144735,20220812T144735,4,Sfilab08,7.74,4-20200812144735592
HkMSM4wsjZ,4-20200812144228477,4,20200812T144228,69657,4-20200812144228477,20200812T144228,20220812T144228,4,Sfilab08,7.74,4-20200812144228477
HkMSM4wsjZ,4-20200812143726576,4,20200812T143726,69656,4-20200812143726576,20200812T143726,20220812T143726,4,Sfilab08,7.74,4-20200812143726576
HkMSM4wsjZ,4-20200812143219120,4,20200812T143219,69655,4-20200812143219119,20200812T143219,20220812T143219,4,Sfilab08,7.83,4-20200812143219120
HkMSM4wsjZ,4-20200812142716215,4,20200812T142716,69654,4-20200812142716215,20200812T142716,20220812T142716,4,Sfilab08,7.74,4-20200812142716215
HkMSM4wsjZ,4-20200812142201761,4,20200812T142201,69653,4-20200812142201759,20200812T142201,20220812T142201,4,Sfilab08,7.74,4-20200812142201761
HkMSM4wsjZ,4-20200812141708873,4,20200812T141708,69652,4-20200812141708873,20200812T141708,20220812T141708,4,Sfilab08,7.74,4-20200812141708873
HkMSM4wsjZ,4-20200812141147400,4,20200812T141147,69651,4-20200812141147400,20200812T141147,20220812T141147,4,Sfilab08,7.74,4-20200812141147400
HkMSM4wsjZ,4-20200812140645223,4,20200812T140645,69650,4-20200812140645223,20200812T140645,20220812T140645,4,Sfilab08,7.74,4-20200812140645223
HkMSM4wsjZ,4-20200812140153326,4,20200812T140153,69649,4-20200812140153326,20200812T140153,20220812T140153,4,Sfilab08,7.83,4-20200812140153326
HkMSM4wsjZ,4-20200812135635868,4,20200812T135635,69648,4-20200812135635867,20200812T135635,20220812T135635,4,Sfilab08,7.65,4-20200812135635868
HkMSM4wsjZ,4-20200812135137968,4,20200812T135137,69647,4-20200812135137968,20200812T135137,20220812T135137,4,Sfilab08,7.74,4-20200812135137968
HkMSM4wsjZ,4-20200812134623510,4,20200812T134623,69646,4-20200812134623510,20200812T134623,20220812T134623,4,Sfilab08,7.74,4-20200812134623510
HkMSM4wsjZ,4-20200812134128612,4,20200812T134128,69645,4-20200812134128612,20200812T134128,20220812T134128,4,Sfilab08,7.74,4-20200812134128612
HkMSM4wsjZ,4-20200812133615155,4,20200812T133615,69644,4-20200812133615155,20200812T133615,20220812T133615,4,Sfilab08,7.74,4-20200812133615155
HkMSM4wsjZ,4-20200812133120256,4,20200812T133120,69643,4-20200812133120256,20200812T133120,20220812T133120,4,Sfilab08,7.74,4-20200812133120256
HkMSM4wsjZ,4-20200812132609800,4,20200812T132609,69642,4-20200812132609800,20200812T132609,20220812T132609,4,Sfilab08,7.74,4-20200812132609800
HkMSM4wsjZ,4-20200812132102895,4,20200812T132102,69641,4-20200812132102895,20200812T132102,20220812T132102,4,Sfilab08,7.65,4-20200812132102895
HkMSM4wsjZ,4-20200812131553442,4,20200812T131553,69640,4-20200812131553441,20200812T131553,20220812T131553,4,Sfilab08,7.83,4-20200812131553442
HkMSM4wsjZ,4-20200812131051540,4,20200812T131051,69639,4-20200812131051539,20200812T131051,20220812T131051,4,Sfilab08,7.83,4-20200812131051540
HkMSM4wsjZ,4-20200812130548088,4,20200812T130548,69638,4-20200812130548087,20200812T130548,20220812T130548,4,Sfilab08,7.74,4-20200812130548088
HkMSM4wsjZ,4-20200812130046913,4,20200812T130046,69637,4-20200812130046912,20200812T130046,20220812T130046,4,Sfilab08,7.74,4-20200812130046913
HkMSM4wsjZ,4-20200812125543735,4,20200812T125543,69636,4-20200812125543734,20200812T125543,20220812T125543,4,Sfilab08,7.74,4-20200812125543735
HkMSM4wsjZ,4-20200812125036555,4,20200812T125036,69635,4-20200812125036555,20200812T125036,20220812T125036,4,Sfilab08,7.74,4-20200812125036555
HkMSM4wsjZ,4-20200812124532385,4,20200812T124532,69634,4-20200812124532384,20200812T124532,20220812T124532,4,Sfilab08,7.74,4-20200812124532385
HkMSM4wsjZ,4-20200812124028200,4,20200812T124028,69633,4-20200812124028200,20200812T124028,20220812T124028,4,Sfilab08,7.74,4-20200812124028200
HkMSM4wsjZ,4-20200812123525023,4,20200812T123525,69632,4-20200812123525023,20200812T123525,20220812T123525,4,Sfilab08,7.74,4-20200812123525023
HkMSM4wsjZ,4-20200812123016842,4,20200812T123016,69631,4-20200812123016842,20200812T123016,20220812T123016,4,Sfilab08,7.74,4-20200812123016842
HkMSM4wsjZ,4-20200812122518944,4,20200812T122518,69630,4-20200812122518944,20200812T122518,20220812T122518,4,Sfilab08,7.83,4-20200812122518944
HkMSM4wsjZ,4-20200812122004486,4,20200812T122004,69629,4-20200812122004485,20200812T122004,20220812T122004,4,Sfilab08,7.74,4-20200812122004486
HkMSM4wsjZ,4-20200812121503581,4,20200812T121503,69628,4-20200812121503580,20200812T121503,20220812T121503,4,Sfilab08,7.74,4-20200812121503581
HkMSM4wsjZ,4-20200812120958128,4,20200812T120958,69627,4-20200812120958128,20200812T120958,20220812T120958,4,Sfilab08,7.74,4-20200812120958128
HkMSM4wsjZ,4-20200812120451948,4,20200812T120451,69626,4-20200812120451948,20200812T120451,20220812T120451,4,Sfilab08,7.83,4-20200812120451948
HkMSM4wsjZ,4-20200812115949773,4,20200812T115949,69625,4-20200812115949773,20200812T115949,20220812T115949,4,Sfilab08,7.74,4-20200812115949773
HkMSM4wsjZ,4-20200812115447597,4,20200812T115447,69624,4-20200812115447596,20200812T115447,20220812T115447,4,Sfilab08,7.74,4-20200812115447597
HkMSM4wsjZ,4-20200812114939414,4,20200812T114939,69623,4-20200812114939414,20200812T114939,20220812T114939,4,Sfilab08,7.74,4-20200812114939414
HkMSM4wsjZ,4-20200812114435236,4,20200812T114435,69622,4-20200812114435236,20200812T114435,20220812T114435,4,Sfilab08,7.65,4-20200812114435236
HkMSM4wsjZ,4-20200812113933061,4,20200812T113933,69621,4-20200812113933061,20200812T113933,20220812T113933,4,Sfilab08,7.74,4-20200812113933061
HkMSM4wsjZ,4-20200812113427883,4,20200812T113427,69620,4-20200812113427883,20200812T113427,20220812T113427,4,Sfilab08,7.74,4-20200812113427883
HkMSM4wsjZ,4-20200812112924706,4,20200812T112924,69619,4-20200812112924705,20200812T112924,20220812T112924,4,Sfilab08,7.74,4-20200812112924706
HkMSM4wsjZ,4-20200812112416526,4,20200812T112416,69618,4-20200812112416526,20200812T112416,20220812T112416,4,Sfilab08,7.74,4-20200812112416526
HkMSM4wsjZ,4-20200812111911623,4,20200812T111911,69617,4-20200812111911622,20200812T111911,20220812T111911,4,Sfilab08,7.74,4-20200812111911623
HkMSM4wsjZ,4-20200812111405170,4,20200812T111405,69616,4-20200812111405169,20200812T111405,20220812T111405,4,Sfilab08,7.65,4-20200812111405170
HkMSM4wsjZ,4-20200812110911271,4,20200812T110911,69615,4-20200812110911271,20200812T110911,20220812T110911,4,Sfilab08,7.83,4-20200812110911271
HkMSM4wsjZ,4-20200812110355819,4,20200812T110355,69614,4-20200812110355818,20200812T110355,20220812T110355,4,Sfilab08,7.74,4-20200812110355819
HkMSM4wsjZ,4-20200812105848634,4,20200812T105848,69613,4-20200812105848634,20200812T105848,20220812T105848,4,Sfilab08,7.74,4-20200812105848634
HkMSM4wsjZ,4-20200812105353733,4,20200812T105353,69612,4-20200812105353733,20200812T105353,20220812T105353,4,Sfilab08,7.74,4-20200812105353733
HkMSM4wsjZ,4-20200812104841276,4,20200812T104841,69611,4-20200812104841276,20200812T104841,20220812T104841,4,Sfilab08,7.74,4-20200812104841276
HkMSM4wsjZ,4-20200812104339099,4,20200812T104339,69610,4-20200812104339099,20200812T104339,20220812T104339,4,Sfilab08,7.83,4-20200812104339099
HkMSM4wsjZ,4-20200812103831917,4,20200812T103831,69609,4-20200812103831917,20200812T103831,20220812T103831,4,Sfilab08,7.74,4-20200812103831917
HkMSM4wsjZ,4-20200812103345022,4,20200812T103345,69608,4-20200812103345022,20200812T103345,20220812T103345,4,Sfilab08,7.74,4-20200812103345022
HkMSM4wsjZ,4-20200812102816557,4,20200812T102816,69607,4-20200812102816556,20200812T102816,20220812T102816,4,Sfilab08,7.74,4-20200812102816557
HkMSM4wsjZ,4-20200812102334664,4,20200812T102334,69606,4-20200812102334664,20200812T102334,20220812T102334,4,Sfilab08,7.65,4-20200812102334664
HkMSM4wsjZ,4-20200812101815479,4,20200812T101815,69605,4-20200812101815479,20200812T101815,20220812T101815,4,Sfilab08,7.65,4-20200812101815479
HkMSM4wsjZ,4-20200812101254029,4,20200812T101254,69604,4-20200812101254028,20200812T101254,20220812T101254,4,Sfilab08,7.74,4-20200812101254029
HkMSM4wsjZ,4-20200812100818144,4,20200812T100818,69603,4-20200812100818142,20200812T100818,20220812T100818,4,Sfilab08,7.74,4-20200812100818144
HkMSM4wsjZ,4-20200812100258940,4,20200812T100258,69602,4-20200812100258940,20200812T100258,20220812T100258,4,Sfilab08,7.65,4-20200812100258940
HkMSM4wsjZ,4-20200812095743482,4,20200812T095743,69601,4-20200812095743482,20200812T095743,20220812T095743,4,Sfilab08,7.65,4-20200812095743482
HkMSM4wsjZ,4-20200812095302592,4,20200812T095302,69600,4-20200812095302592,20200812T095302,20220812T095302,4,Sfilab08,7.74,4-20200812095302592
HkMSM4wsjZ,4-20200812094736241,4,20200812T094736,69599,4-20200812094736241,20200812T094736,20220812T094736,4,Sfilab08,7.65,4-20200812094736241
