pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
rJM4bNDooZ,4-20200812222854200,4,20200812T222854,64146,4-20200812222854200,20200812T222854,20220812T222854,5,Sfilab08,21.70,4-20200812222854200
rJM4bNDooZ,4-20200812222350020,4,20200812T222350,64145,4-20200812222350020,20200812T222350,20220812T222350,5,Sfilab08,21.70,4-20200812222350020
rJM4bNDooZ,4-20200812221843840,4,20200812T221843,64144,4-20200812221843840,20200812T221843,20220812T221843,5,Sfilab08,21.70,4-20200812221843840
rJM4bNDooZ,4-20200812221337661,4,20200812T221337,64143,4-20200812221337660,20200812T221337,20220812T221337,5,Sfilab08,21.70,4-20200812221337661
rJM4bNDooZ,4-20200812220834482,4,20200812T220834,64142,4-20200812220834481,20200812T220834,20220812T220834,5,Sfilab08,21.70,4-20200812220834482
rJM4bNDooZ,4-20200812215831137,4,20200812T215831,64141,4-20200812215831136,20200812T215831,20220812T215831,5,Sfilab08,21.70,4-20200812215831137
rJM4bNDooZ,4-20200812215325948,4,20200812T215325,64140,4-20200812215325948,20200812T215325,20220812T215325,5,Sfilab08,21.80,4-20200812215325948
rJM4bNDooZ,4-20200812214825772,4,20200812T214825,64139,4-20200812214825772,20200812T214825,20220812T214825,5,Sfilab08,21.80,4-20200812214825772
rJM4bNDooZ,4-20200812214316590,4,20200812T214316,64138,4-20200812214316590,20200812T214316,20220812T214316,5,Sfilab08,21.80,4-20200812214316590
rJM4bNDooZ,4-20200812213810408,4,20200812T213810,64137,4-20200812213810408,20200812T213810,20220812T213810,5,Sfilab08,21.80,4-20200812213810408
rJM4bNDooZ,4-20200812213304229,4,20200812T213304,64136,4-20200812213304228,20200812T213304,20220812T213304,5,Sfilab08,21.90,4-20200812213304229
rJM4bNDooZ,4-20200812212758050,4,20200812T212758,64135,4-20200812212758049,20200812T212758,20220812T212758,5,Sfilab08,21.90,4-20200812212758050
rJM4bNDooZ,4-20200812212256871,4,20200812T212256,64134,4-20200812212256871,20200812T212256,20220812T212256,5,Sfilab08,21.90,4-20200812212256871
rJM4bNDooZ,4-20200812211755695,4,20200812T211755,64133,4-20200812211755694,20200812T211755,20220812T211755,5,Sfilab08,22.00,4-20200812211755695
rJM4bNDooZ,4-20200812211246512,4,20200812T211246,64132,4-20200812211246511,20200812T211246,20220812T211246,5,Sfilab08,22.00,4-20200812211246512
rJM4bNDooZ,4-20200812210739332,4,20200812T210739,64131,4-20200812210739331,20200812T210739,20220812T210739,5,Sfilab08,22.10,4-20200812210739332
rJM4bNDooZ,4-20200812210236152,4,20200812T210236,64130,4-20200812210236152,20200812T210236,20220812T210236,5,Sfilab08,22.20,4-20200812210236152
rJM4bNDooZ,4-20200812205731973,4,20200812T205731,64129,4-20200812205731973,20200812T205731,20220812T205731,5,Sfilab08,22.20,4-20200812205731973
rJM4bNDooZ,4-20200812205231796,4,20200812T205231,64128,4-20200812205231796,20200812T205231,20220812T205231,5,Sfilab08,22.10,4-20200812205231796
rJM4bNDooZ,4-20200812204728618,4,20200812T204728,64127,4-20200812204728618,20200812T204728,20220812T204728,5,Sfilab08,22.10,4-20200812204728618
rJM4bNDooZ,4-20200812204220437,4,20200812T204220,64126,4-20200812204220436,20200812T204220,20220812T204220,5,Sfilab08,22.10,4-20200812204220437
rJM4bNDooZ,4-20200812203713256,4,20200812T203713,64125,4-20200812203713256,20200812T203713,20220812T203713,5,Sfilab08,22.10,4-20200812203713256
rJM4bNDooZ,4-20200812203210079,4,20200812T203210,64124,4-20200812203210078,20200812T203210,20220812T203210,5,Sfilab08,22.10,4-20200812203210079
rJM4bNDooZ,4-20200812202701897,4,20200812T202701,64123,4-20200812202701896,20200812T202701,20220812T202701,5,Sfilab08,22.10,4-20200812202701897
rJM4bNDooZ,4-20200812202154717,4,20200812T202154,64122,4-20200812202154717,20200812T202154,20220812T202154,5,Sfilab08,22.00,4-20200812202154717
rJM4bNDooZ,4-20200812201650542,4,20200812T201650,64121,4-20200812201650542,20200812T201650,20220812T201650,5,Sfilab08,22.00,4-20200812201650542
rJM4bNDooZ,4-20200812201143360,4,20200812T201143,64120,4-20200812201143359,20200812T201143,20220812T201143,5,Sfilab08,22.00,4-20200812201143360
rJM4bNDooZ,4-20200812200641181,4,20200812T200641,64119,4-20200812200641180,20200812T200641,20220812T200641,5,Sfilab08,22.00,4-20200812200641181
rJM4bNDooZ,4-20200812200133002,4,20200812T200133,64118,4-20200812200133001,20200812T200133,20220812T200133,5,Sfilab08,21.90,4-20200812200133002
rJM4bNDooZ,4-20200812195625818,4,20200812T195625,64117,4-20200812195625818,20200812T195625,20220812T195625,5,Sfilab08,21.90,4-20200812195625818
rJM4bNDooZ,4-20200812195119651,4,20200812T195119,64116,4-20200812195119651,20200812T195119,20220812T195119,5,Sfilab08,21.90,4-20200812195119651
rJM4bNDooZ,4-20200812194616463,4,20200812T194616,64115,4-20200812194616463,20200812T194616,20220812T194616,5,Sfilab08,21.90,4-20200812194616463
rJM4bNDooZ,4-20200812194116283,4,20200812T194116,64114,4-20200812194116283,20200812T194116,20220812T194116,5,Sfilab08,21.90,4-20200812194116283
rJM4bNDooZ,4-20200812193613105,4,20200812T193613,64113,4-20200812193613105,20200812T193613,20220812T193613,5,Sfilab08,21.90,4-20200812193613105
rJM4bNDooZ,4-20200812193111934,4,20200812T193111,64112,4-20200812193111934,20200812T193111,20220812T193111,5,Sfilab08,21.80,4-20200812193111934
rJM4bNDooZ,4-20200812192603761,4,20200812T192603,64111,4-20200812192603760,20200812T192603,20220812T192603,5,Sfilab08,21.80,4-20200812192603761
rJM4bNDooZ,4-20200812192058567,4,20200812T192058,64110,4-20200812192058567,20200812T192058,20220812T192058,5,Sfilab08,21.80,4-20200812192058567
rJM4bNDooZ,4-20200812191553388,4,20200812T191553,64109,4-20200812191553388,20200812T191553,20220812T191553,5,Sfilab08,21.70,4-20200812191553388
rJM4bNDooZ,4-20200812191045206,4,20200812T191045,64108,4-20200812191045206,20200812T191045,20220812T191045,5,Sfilab08,21.70,4-20200812191045206
rJM4bNDooZ,4-20200812190537025,4,20200812T190537,64107,4-20200812190537025,20200812T190537,20220812T190537,5,Sfilab08,21.70,4-20200812190537025
rJM4bNDooZ,4-20200812190035847,4,20200812T190035,64106,4-20200812190035846,20200812T190035,20220812T190035,5,Sfilab08,21.70,4-20200812190035847
rJM4bNDooZ,4-20200812185527668,4,20200812T185527,64105,4-20200812185527667,20200812T185527,20220812T185527,5,Sfilab08,21.60,4-20200812185527668
rJM4bNDooZ,4-20200812185019487,4,20200812T185019,64104,4-20200812185019487,20200812T185019,20220812T185019,5,Sfilab08,21.60,4-20200812185019487
rJM4bNDooZ,4-20200812184519311,4,20200812T184519,64103,4-20200812184519310,20200812T184519,20220812T184519,5,Sfilab08,21.60,4-20200812184519311
rJM4bNDooZ,4-20200812184010137,4,20200812T184010,64102,4-20200812184010137,20200812T184010,20220812T184010,5,Sfilab08,21.50,4-20200812184010137
rJM4bNDooZ,4-20200812183504955,4,20200812T183504,64101,4-20200812183504955,20200812T183504,20220812T183504,5,Sfilab08,21.50,4-20200812183504955
rJM4bNDooZ,4-20200812182957777,4,20200812T182957,64100,4-20200812182957775,20200812T182957,20220812T182957,5,Sfilab08,21.50,4-20200812182957777
rJM4bNDooZ,4-20200812182455595,4,20200812T182455,64099,4-20200812182455595,20200812T182455,20220812T182455,5,Sfilab08,21.50,4-20200812182455595
rJM4bNDooZ,4-20200812181954418,4,20200812T181954,64098,4-20200812181954418,20200812T181954,20220812T181954,5,Sfilab08,21.40,4-20200812181954418
rJM4bNDooZ,4-20200812181454241,4,20200812T181454,64097,4-20200812181454241,20200812T181454,20220812T181454,5,Sfilab08,21.50,4-20200812181454241
rJM4bNDooZ,4-20200812180951063,4,20200812T180951,64096,4-20200812180951063,20200812T180951,20220812T180951,5,Sfilab08,21.40,4-20200812180951063
rJM4bNDooZ,4-20200812180441880,4,20200812T180441,64095,4-20200812180441880,20200812T180441,20220812T180441,5,Sfilab08,21.40,4-20200812180441880
rJM4bNDooZ,4-20200812175933708,4,20200812T175933,64094,4-20200812175933708,20200812T175933,20220812T175933,5,Sfilab08,21.40,4-20200812175933708
rJM4bNDooZ,4-20200812175432523,4,20200812T175432,64093,4-20200812175432523,20200812T175432,20220812T175432,5,Sfilab08,21.50,4-20200812175432523
