pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
Skfzm4wjs-,4-20200813012601978,4,20200813T012601,206673,4-20200813012601977,20200813T012601,20220813T012601,7,Sfilab14,1002636,4-20200813012601978
Skfzm4wjs-,4-20200813012038066,4,20200813T012038,206672,4-20200813012038066,20200813T012038,20220813T012038,6,Sfilab14,603348,4-20200813012038066
Skfzm4wjs-,4-20200813011513895,4,20200813T011513,206671,4-20200813011513891,20200813T011513,20220813T011513,6,Sfilab14,266182,4-20200813011513895
Skfzm4wjs-,4-20200813011039719,4,20200813T011039,206670,4-20200813011039719,20200813T011039,20220813T011039,6,Sfilab14,388032,4-20200813011039719
Skfzm4wjs-,4-20200813010523555,4,20200813T010523,206669,4-20200813010523554,20200813T010523,20220813T010523,6,Sfilab14,614052,4-20200813010523555
Skfzm4wjs-,4-20200813010005354,4,20200813T010005,206668,4-20200813010005354,20200813T010005,20220813T010005,6,Sfilab14,126857,4-20200813010005354
Skfzm4wjs-,4-20200813005533198,4,20200813T005533,206667,4-20200813005533198,20200813T005533,20220813T005533,6,Sfilab14,322935,4-20200813005533198
Skfzm4wjs-,4-20200813005009011,4,20200813T005009,206666,4-20200813005009010,20200813T005009,20220813T005009,6,Sfilab14,295147,4-20200813005009011
Skfzm4wjs-,4-20200813004447826,4,20200813T004447,206665,4-20200813004447826,20200813T004447,20220813T004447,6,Sfilab14,535334,4-20200813004447826
Skfzm4wjs-,4-20200813004008663,4,20200813T004008,206664,4-20200813004008663,20200813T004008,20220813T004008,6,Sfilab14,161751,4-20200813004008663
Skfzm4wjs-,4-20200813003452481,4,20200813T003452,206663,4-20200813003452481,20200813T003452,20220813T003452,5,Sfilab14,80930,4-20200813003452481
Skfzm4wjs-,4-20200813002933319,4,20200813T002933,206662,4-20200813002933316,20200813T002933,20220813T002933,6,Sfilab14,161590,4-20200813002933319
Skfzm4wjs-,4-20200813002456144,4,20200813T002456,206661,4-20200813002456143,20200813T002456,20220813T002456,6,Sfilab14,317961,4-20200813002456144
Skfzm4wjs-,4-20200813001932958,4,20200813T001932,206660,4-20200813001932957,20200813T001932,20220813T001932,6,Sfilab14,465578,4-20200813001932958
Skfzm4wjs-,4-20200813001414498,4,20200813T001414,206659,4-20200813001414498,20200813T001414,20220813T001414,6,Sfilab14,242294,4-20200813001414498
Skfzm4wjs-,4-20200813000926605,4,20200813T000926,206658,4-20200813000926604,20200813T000926,20220813T000926,6,Sfilab14,864179,4-20200813000926605
Skfzm4wjs-,4-20200813000404419,4,20200813T000404,206657,4-20200813000404418,20200813T000404,20220813T000404,6,Sfilab14,161899,4-20200813000404419
Skfzm4wjs-,4-20200812235932261,4,20200812T235932,206656,4-20200812235932261,20200812T235932,20220812T235932,6,Sfilab14,242552,4-20200812235932261
Skfzm4wjs-,4-20200812235413077,4,20200812T235413,206655,4-20200812235413076,20200812T235413,20220812T235413,6,Sfilab14,161846,4-20200812235413077
